#Efci:-4.3360656518
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -4.31105927189611      -0.10967583783129         3           552       +0.308069499013       1.809e+09
             2        -4.32745240664257      -0.01639313474646         5           920       +0.161234280059       3.015e+09
             3        -4.33212689671877      -0.00467449007620         7          1288       +0.100057600045       4.221e+09
             4        -4.33368190699357      -0.00155501027479         9          1656       +0.058147011347       5.427e+09
             5        -4.33418512470801      -0.00050321771444        11          2024       +0.036082489854       6.633e+09
             6        -4.33436135962893      -0.00017623492092        13          2392       +0.029018831239       7.839e+09
             7        -4.33442875147225      -0.00006739184332        14          2576       +0.030730591769       8.442e+09
             8        -4.33446819809488      -0.00003944662263        15          2760       +0.024015787504       9.045e+09
             9        -4.33448779178555      -0.00001959369067        16          2944       +0.020870991392       9.648e+09
            10        -4.33449727602732      -0.00000948424177        17          3128       +0.018918089310       1.025e+10
            11        -4.33450374605436      -0.00000647002704        18          3312       +0.017673706136       1.085e+10
            12        -4.33450869519423      -0.00000494913986        19          3496       +0.017175040675       1.146e+10
            13        -4.33451229649586      -0.00000360130163        20          3680       +0.017152466282       1.206e+10
            14        -4.33451475536563      -0.00000245886977        21          3864       +0.017000607596       1.266e+10
            15        -4.33451662146335      -0.00000186609772        22          4048       +0.015725058444       1.327e+10
            16        -4.33451791341462      -0.00000129195127        23          4232       +0.017377068864       1.387e+10
            17        -4.33451885057630      -0.00000093716168        24          4416       +0.017578238896       1.447e+10
            18        -4.33451956742889      -0.00000071685259        25          4600       +0.016231268369       1.507e+10
            19        -4.33452019358846      -0.00000062615957        26          4784       +0.014761918345       1.568e+10
            20        -4.33452081106941      -0.00000061748095        27          4968       +0.015430974227       1.628e+10
            21        -4.33452147696308      -0.00000066589367        28          5152       +0.016102105933       1.688e+10
            22        -4.33452225547249      -0.00000077850941        29          5336       +0.014663626268       1.749e+10
            23        -4.33452318642155      -0.00000093094906        30          5520       +0.017451150392       1.809e+10
            24        -4.33452420826859      -0.00000102184704        31          5704       +0.015031526532       1.869e+10
            25        -4.33452526648502      -0.00000105821643        32          5888       +0.014465531177       1.930e+10
            26        -4.33452638540089      -0.00000111891587        33          6072       +0.014068357611       1.990e+10
            27        -4.33452741791899      -0.00000103251810        34          6256       +0.015131912161       2.050e+10
            28        -4.33452821818937      -0.00000080027039        35          6440       +0.015306042339       2.110e+10
            29        -4.33452872528795      -0.00000050709857        36          6624       +0.015071347389       2.171e+10
            30        -4.33452904585637      -0.00000032056843        37          6808       +0.014267631930       2.231e+10
            31        -4.33452926006388      -0.00000021420751        38          6992       +0.014109080289       2.291e+10
            32        -4.33452940550920      -0.00000014544532        39          7176       +0.014534007786       2.352e+10
            33        -4.33452952484395      -0.00000011933476        40          7360       +0.015050352140       2.412e+10
            34        -4.33452962649567      -0.00000010165172        41          7544       +0.014994482017       2.472e+10
            35        -4.33452971581850      -0.00000008932283        42          7728       +0.015097730963       2.533e+10
            36        -4.33452979965316      -0.00000008383466        43          7912       +0.014023910943       2.593e+10
            37        -4.33452988455680      -0.00000008490364        44          8096       +0.014536372018       2.653e+10
            38        -4.33452997130409      -0.00000008674728        45          8280       +0.013996633054       2.713e+10
            39        -4.33453006479492      -0.00000009349084        46          8464       +0.015200041856       2.774e+10
            40        -4.33453016764823      -0.00000010285331        47          8648       +0.014811704395       2.834e+10
            41        -4.33453027991825      -0.00000011227002        48          8832       +0.013300078113       2.894e+10
            42        -4.33453040778604      -0.00000012786778        49          9016       +0.014739803389       2.955e+10
            43        -4.33453055224029      -0.00000014445426        50          9200       +0.013984950215       3.015e+10
            44        -4.33453070952335      -0.00000015728305        51          9384       +0.017344252652       3.075e+10
            45        -4.33453088073527      -0.00000017121192        52          9568       +0.015552041735       3.136e+10
            46        -4.33453105390931      -0.00000017317404        53          9752       +0.015916258424       3.196e+10
            47        -4.33453122001840      -0.00000016610910        54          9936       +0.014163927178       3.256e+10
            48        -4.33453136427328      -0.00000014425488        55         10120       +0.014051967679       3.316e+10
            49        -4.33453148771392      -0.00000012344064        56         10304       +0.013616554705       3.377e+10
            50        -4.33453158890799      -0.00000010119407        57         10488       +0.015336644343       3.437e+10
