#Efci:-4.3360656518
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -4.31113675796990      -0.10975332390509         3           552       +0.305378847974       1.809e+13
             2        -4.32759900272395      -0.01646224475405         5           920       +0.159918470033       3.015e+13
             3        -4.33221932802747      -0.00462032530351         7          1288       +0.097673199011       4.221e+13
             4        -4.33374448860281      -0.00152516057534         9          1656       +0.054847692869       5.427e+13
             5        -4.33421379099631      -0.00046930239350        11          2024       +0.032732122341       6.633e+13
             6        -4.33441157092776      -0.00019777993145        13          2392       +0.022673660328       7.839e+13
             7        -4.33450715562141      -0.00009558469365        15          2760       +0.012981233760       9.045e+13
             8        -4.33453232841529      -0.00002517279387        17          3128       +0.005179174023       1.025e+14
             9        -4.33453641588584      -0.00000408747055        19          3496       +0.001968703786       1.146e+14
            10        -4.33453705497890      -0.00000063909306        21          3864       +0.000851680087       1.266e+14
            11        -4.33453714901392      -0.00000009403502        23          4232       +0.000392826638       1.387e+14
            12        -4.33453716575343      -0.00000001673951        25          4600       +0.000228533365       1.507e+14
            13        -4.33453716913606      -0.00000000338263        27          4968       +0.000210068006       1.628e+14
            14        -4.33453716986587      -0.00000000072981        28          5152       +0.000203703669       1.688e+14
            15        -4.33453717020130      -0.00000000033543        29          5336       +0.000186847535       1.749e+14
            16        -4.33453717044996      -0.00000000024866        30          5520       +0.000174249247       1.809e+14
            17        -4.33453717069520      -0.00000000024525        31          5704       +0.000175553945       1.869e+14
            18        -4.33453717091893      -0.00000000022373        32          5888       +0.000179514404       1.930e+14
            19        -4.33453717109586      -0.00000000017693        33          6072       +0.000180503288       1.990e+14
            20        -4.33453717123818      -0.00000000014232        34          6256       +0.000174148056       2.050e+14
            21        -4.33453717135000      -0.00000000011182        35          6440       +0.000168717418       2.110e+14
            22        -4.33453717145067      -0.00000000010068        36          6624       +0.000160530017       2.171e+14
            23        -4.33453717154197      -0.00000000009130        37          6808       +0.000168773007       2.231e+14
            24        -4.33453717162501      -0.00000000008304        38          6992       +0.000176386926       2.291e+14
            25        -4.33453717169790      -0.00000000007288        39          7176       +0.000161928201       2.352e+14
            26        -4.33453717176052      -0.00000000006262        40          7360       +0.000162817816       2.412e+14
            27        -4.33453717181657      -0.00000000005605        41          7544       +0.000162392046       2.472e+14
            28        -4.33453717186930      -0.00000000005273        42          7728       +0.000156839053       2.533e+14
            29        -4.33453717191663      -0.00000000004733        43          7912       +0.000158356318       2.593e+14
            30        -4.33453717195846      -0.00000000004183        44          8096       +0.000162959587       2.653e+14
            31        -4.33453717199607      -0.00000000003761        45          8280       +0.000158771388       2.713e+14
            32        -4.33453717203002      -0.00000000003395        46          8464       +0.000160413271       2.774e+14
            33        -4.33453717206180      -0.00000000003177        47          8648       +0.000163526386       2.834e+14
            34        -4.33453717209393      -0.00000000003213        48          8832       +0.000154133627       2.894e+14
            35        -4.33453717212800      -0.00000000003407        49          9016       +0.000157326113       2.955e+14
            36        -4.33453717216371      -0.00000000003571        50          9200       +0.000163250794       3.015e+14
            37        -4.33453717219861      -0.00000000003490        51          9384       +0.000155491128       3.075e+14
            38        -4.33453717223146      -0.00000000003284        52          9568       +0.000152339239       3.136e+14
            39        -4.33453717226267      -0.00000000003121        53          9752       +0.000147839675       3.196e+14
            40        -4.33453717229142      -0.00000000002875        54          9936       +0.000154701763       3.256e+14
            41        -4.33453717231743      -0.00000000002601        55         10120       +0.000136092451       3.316e+14
            42        -4.33453717234173      -0.00000000002430        56         10304       +0.000146278339       3.377e+14
            43        -4.33453717236454      -0.00000000002280        57         10488       +0.000140999064       3.437e+14
            44        -4.33453717238517      -0.00000000002064        58         10672       +0.000149641962       3.497e+14
            45        -4.33453717240355      -0.00000000001838        59         10856       +0.000148409023       3.558e+14
            46        -4.33453717242005      -0.00000000001650        60         11040       +0.000142931833       3.618e+14
            47        -4.33453717243416      -0.00000000001411        61         11224       +0.000144507627       3.678e+14
            48        -4.33453717244656      -0.00000000001241        62         11408       +0.000142325202       3.738e+14
            49        -4.33453717245742      -0.00000000001086        63         11592       +0.000138751422       3.799e+14
            50        -4.33453717246726      -0.00000000000984        64         11776       +0.000140066440       3.859e+14
