#Efci:-230.7911477999
#    k iteration         Energy               dE           Nrvec ev      Nrm ev*         ||r||           Nshots
#--------------------------------------------------------------------------------------------------------------------
             1        -230.73560908908479      -0.01378994652572         1           117       +0.220612098705       3.040e+09
             2        -230.67293415631011      +0.06267493277468         2           234       +0.224668225734       6.081e+09
             3        -230.78697571570666      -0.11404155939655         3           351       +0.057628502682       9.121e+09
             4        -230.78937016897780      -0.00239445327114         4           468       +0.030602955660       1.216e+10
             5        -230.79012343595639      -0.00075326697859         5           585       +0.012484259568       1.520e+10
             6        -230.79019937630468      -0.00007594034830         6           702       +0.005467014039       1.824e+10
             7        -230.79020876269706      -0.00000938639238         7           819       +0.002648298090       2.128e+10
             8        -230.79021057169317      -0.00000180899610         8           936       +0.001590114855       2.432e+10
             9        -230.79021045071485      +0.00000012097831         9          1053       +0.001379593825       2.736e+10
            10        -230.79021024230420      +0.00000020841065        10          1170       +0.001282935814       3.040e+10
            11        -230.79021067078156      -0.00000042847736        11          1287       +0.001135076708       3.344e+10
            12        -230.79021038155210      +0.00000028922946        12          1404       +0.001336939247       3.648e+10
            13        -230.79021046063841      -0.00000007908631        13          1521       +0.001188914248       3.952e+10
            14        -230.79021049215777      -0.00000003151936        14          1638       +0.001090682279       4.256e+10
            15        -230.79021077622207      -0.00000028406430        15          1755       +0.001299156787       4.560e+10
            16        -230.79021077686048      -0.00000000063841        16          1872       +0.001152588259       4.865e+10
            17        -230.79020932963854      +0.00000144722193        17          1989       +0.001193673766       5.169e+10
            18        -230.79021094709384      -0.00000161745530        18          2106       +0.001162056407       5.473e+10
            19        -230.79021117286518      -0.00000022577134        19          2223       +0.001098211042       5.777e+10
            20        -230.79020985974500      +0.00000131312018        20          2340       +0.001283125745       6.081e+10
            21        -230.79021034235663      -0.00000048261163        21          2457       +0.001209077736       6.385e+10
            22        -230.79021035706214      -0.00000001470551        22          2574       +0.001285689953       6.689e+10
            23        -230.79021132435673      -0.00000096729460        23          2691       +0.001104923938       6.993e+10
            24        -230.79021022086266      +0.00000110349407        24          2808       +0.001199985834       7.297e+10
            25        -230.79021200012292      -0.00000177926026        25          2925       +0.001020529391       7.601e+10
            26        -230.79021134027371      +0.00000065984921        26          3042       +0.001128105267       7.905e+10
            27        -230.79021050525901      +0.00000083501470        27          3159       +0.001132934389       8.209e+10
            28        -230.79021153439160      -0.00000102913259        28          3276       +0.000975579193       8.513e+10
            29        -230.79020998750693      +0.00000154688468        29          3393       +0.001195735962       8.817e+10
            30        -230.79021064529178      -0.00000065778485        30          3510       +0.001341592677       9.121e+10
            31        -230.79021076167504      -0.00000011638326        31          3627       +0.001202696295       9.425e+10
            32        -230.79021117424870      -0.00000041257366        32          3744       +0.001143820483       9.729e+10
            33        -230.79021069685967      +0.00000047738902        33          3861       +0.001166479804       1.003e+11
            34        -230.79021089447377      -0.00000019761410        34          3978       +0.001124363821       1.034e+11
            35        -230.79020951249149      +0.00000138198229        35          4095       +0.001287218466       1.064e+11
            36        -230.79021067189203      -0.00000115940054        36          4212       +0.001246790956       1.095e+11
            37        -230.79021069987090      -0.00000002797887        37          4329       +0.001214357030       1.125e+11
            38        -230.79021105502460      -0.00000035515370        38          4446       +0.001148772237       1.155e+11
            39        -230.79021122934560      -0.00000017432100        39          4563       +0.001065335784       1.186e+11
            40        -230.79020971334003      +0.00000151600557        40          4680       +0.001127593682       1.216e+11
            41        -230.79021029204898      -0.00000057870895        41          4797       +0.001135771242       1.247e+11
            42        -230.79021110374151      -0.00000081169253        42          4914       +0.001078457247       1.277e+11
            43        -230.79021127360198      -0.00000016986047        43          5031       +0.001029219060       1.307e+11
            44        -230.79021038246617      +0.00000089113581        44          5148       +0.001181498473       1.338e+11
            45        -230.79021061517216      -0.00000023270599        45          5265       +0.001144443688       1.368e+11
            46        -230.79021099339508      -0.00000037822292        46          5382       +0.001112752571       1.399e+11
            47        -230.79021148716026      -0.00000049376519        47          5499       +0.001138989541       1.429e+11
            48        -230.79021012896186      +0.00000135819840        48          5616       +0.001069548715       1.459e+11
            49        -230.79021142785083      -0.00000129888898        49          5733       +0.001053249226       1.490e+11
            50        -230.79021112163414      +0.00000030621669        50          5850       +0.001080416489       1.520e+11
