#Efci:-148.8881375281
#    k iteration         Energy               dE           Nrvec ev      Nrm ev*         ||r||           Nshots
#--------------------------------------------------------------------------------------------------------------------
           1        -148.79791063814790      -0.01385453908773         1            54       +0.0046929878       1.100e+12
           2        -148.80990918442347      -0.01199854627558         2           108       +0.0042910921       2.200e+12
           3        -148.82858261999175      -0.01867343556827         3           162       +0.0035235960       3.300e+12
           4        -148.86484741823804      -0.03626479824629         4           216       +0.0014706845       4.400e+12
           5        -148.87148548928232      -0.00663807104428         5           270       +0.0008955005       5.500e+12
           6        -148.87191565990256      -0.00043017062023         6           324       +0.0008207039       6.600e+12
           7        -148.87195776945077      -0.00004210954822         7           378       +0.0008270266       7.700e+12
           8        -148.87201409374529      -0.00005632429452         8           432       +0.0007592077       8.800e+12
           9        -148.87225489376632      -0.00024080002103         9           486       +0.0007107100       9.900e+12
          10        -148.87218442687703      +0.00007046688930        10           540       +0.0007096437       1.100e+13
          11        -148.87210717536342      +0.00007725151360        11           594       +0.0007273007       1.210e+13
          12        -148.87225553425620      -0.00014835889277        12           648       +0.0006806507       1.320e+13
          13        -148.87220724326153      +0.00004829099467        13           702       +0.0006974442       1.430e+13
          14        -148.87209916076861      +0.00010808249291        14           756       +0.0006739322       1.540e+13
          15        -148.87211406864637      -0.00001490787776        15           810       +0.0007217786       1.650e+13
          16        -148.87209699168369      +0.00001707696268        16           864       +0.0006839064       1.760e+13
          17        -148.87217090241944      -0.00007391073575        17           918       +0.0006457564       1.870e+13
          18        -148.87222666581667      -0.00005576339723        18           972       +0.0006669076       1.980e+13
          19        -148.87224628463167      -0.00001961881500        19          1026       +0.0006386054       2.090e+13
          20        -148.87238877859016      -0.00014249395849        20          1080       +0.0006076306       2.200e+13
          21        -148.87234917602578      +0.00003960256439        21          1134       +0.0006146948       2.310e+13
          22        -148.87236076950245      -0.00001159347667        22          1188       +0.0006296141       2.420e+13
          23        -148.87230336371650      +0.00005740578595        23          1242       +0.0005987152       2.530e+13
          24        -148.87234466332731      -0.00004129961081        24          1296       +0.0006175534       2.640e+13
          25        -148.87229837573855      +0.00004628758876        25          1350       +0.0006080264       2.750e+13
