#Efci:-108.5143012407
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -108.07320890112864      -0.14451896478865         2           182       +2.529586996508       2.774e+19
             2        -108.11640175335043      -0.04319285222179         4           364       +1.247679685464       5.549e+19
             3        -108.13688954280406      -0.02048778945363         6           546       +1.152155080657       8.323e+19
             4        -108.17109977458881      -0.03421023178475         7           637       +1.095159555744       9.710e+19
             5        -108.23123067152140      -0.06013089693259         8           728       +0.995848294180       1.110e+20
             6        -108.31516582334109      -0.08393515181969         9           819       +1.067135771694       1.248e+20
             7        -108.34052104310874      -0.02535521976765        11          1001       +1.174737591220       1.526e+20
             8        -108.38299254902950      -0.04247150592076        12          1092       +0.922668759902       1.665e+20
             9        -108.42089396515242      -0.03790141612292        13          1183       +1.163478992046       1.803e+20
            10        -108.43517971870962      -0.01428575355720        15          1365       +1.121036281609       2.081e+20
            11        -108.45890417865468      -0.02372445994506        16          1456       +0.844464472102       2.220e+20
            12        -108.46729478319014      -0.00839060453546        17          1547       +1.420685374037       2.358e+20
            13        -108.47662004966486      -0.00932526647472        18          1638       +1.192337199414       2.497e+20
            14        -108.48809573824937      -0.01147568858451        19          1729       +0.936981945599       2.636e+20
            15        -108.49878323976168      -0.01068750151231        20          1820       +0.574444143729       2.774e+20
            16        -108.50094047491494      -0.00215723515326        22          2002       +0.453009631312       3.052e+20
            17        -108.50355531936943      -0.00261484445448        23          2093       +0.364828598113       3.191e+20
            18        -108.50623016230335      -0.00267484293393        24          2184       +0.207390231352       3.329e+20
            19        -108.50682934674430      -0.00059918444094        26          2366       +0.148631018053       3.607e+20
            20        -108.50705341208743      -0.00022406534313        28          2548       +0.130223195717       3.884e+20
            21        -108.50742211420814      -0.00036870212071        29          2639       +0.105957184872       4.023e+20
            22        -108.50774032154384      -0.00031820733570        30          2730       +0.112233906428       4.162e+20
            23        -108.50786152248406      -0.00012120094023        32          2912       +0.097628240886       4.439e+20
            24        -108.50803476287933      -0.00017324039527        33          3003       +0.078135050589       4.578e+20
            25        -108.50818593118419      -0.00015116830485        34          3094       +0.063821844323       4.716e+20
            26        -108.50821387269323      -0.00002794150905        36          3276       +0.052983314493       4.994e+20
            27        -108.50824096429361      -0.00002709160037        37          3367       +0.045273862063       5.133e+20
            28        -108.50827935277056      -0.00003838847695        38          3458       +0.027103861247       5.271e+20
            29        -108.50828981590250      -0.00001046313194        40          3640       +0.021787532412       5.549e+20
            30        -108.50829380856354      -0.00000399266104        41          3731       +0.022247144053       5.687e+20
            31        -108.50830052065201      -0.00000671208848        42          3822       +0.017019485232       5.826e+20
            32        -108.50830321149928      -0.00000269084727        44          4004       +0.016114872036       6.104e+20
            33        -108.50830745094899      -0.00000423944971        45          4095       +0.011649193350       6.242e+20
            34        -108.50830798109635      -0.00000053014736        46          4186       +0.013136884287       6.381e+20
            35        -108.50830883281338      -0.00000085171703        47          4277       +0.011568728212       6.520e+20
            36        -108.50831033167232      -0.00000149885894        48          4368       +0.009360004224       6.659e+20
            37        -108.50831083614902      -0.00000050447670        50          4550       +0.008631791756       6.936e+20
            38        -108.50831170049464      -0.00000086434562        51          4641       +0.006552628726       7.075e+20
            39        -108.50831204772108      -0.00000034722643        52          4732       +0.006097472356       7.213e+20
            40        -108.50831251660836      -0.00000046888728        53          4823       +0.004444702978       7.352e+20
            41        -108.50831298896419      -0.00000047235584        54          4914       +0.002292403883       7.491e+20
            42        -108.50831305757210      -0.00000006860790        56          5096       +0.001522797305       7.768e+20
            43        -108.50831313856327      -0.00000008099117        57          5187       +0.000707529343       7.907e+20
            44        -108.50831314896173      -0.00000001039847        59          5369       +0.000492654334       8.184e+20
            45        -108.50831315305676      -0.00000000409503        60          5460       +0.000752341626       8.323e+20
            46        -108.50831316054817      -0.00000000749141        61          5551       +0.000667067205       8.462e+20
            47        -108.50831317084386      -0.00000001029569        62          5642       +0.000582845828       8.601e+20
            48        -108.50831318474624      -0.00000001390238        63          5733       +0.000291309627       8.739e+20
            49        -108.50831318623108      -0.00000000148484        65          5915       +0.000283560869       9.017e+20
            50        -108.50831318897259      -0.00000000274152        66          6006       +0.000228361868       9.155e+20
