#Efci:-108.5143012407
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -108.07811619743215      -0.14942626109216         3           273       +3.474057958789       4.162e+09
             2        -108.23874940046159      -0.16063320302943         4           364       +2.188457426043       5.549e+09
             3        -108.29528249702578      -0.05653309656419         6           546       +1.801357650644       8.323e+09
             4        -108.30626226111085      -0.01097976408506         8           728       +1.665984431877       1.110e+10
             5        -108.31014329011103      -0.00388102900018         9           819       +1.734507208336       1.248e+10
             6        -108.31216940373177      -0.00202611362074        10           910       +1.777181300139       1.387e+10
             7        -108.31366898322865      -0.00149957949688        11          1001       +1.506088142340       1.526e+10
             8        -108.31493682049918      -0.00126783727053        12          1092       +1.756574026002       1.665e+10
             9        -108.31621851717728      -0.00128169667809        13          1183       +1.685630389993       1.803e+10
            10        -108.31764531932886      -0.00142680215158        14          1274       +1.690285340427       1.942e+10
            11        -108.31928716982188      -0.00164185049302        15          1365       +1.636856264817       2.081e+10
            12        -108.32143977555688      -0.00215260573501        16          1456       +1.486574931117       2.220e+10
            13        -108.32415543917030      -0.00271566361342        17          1547       +1.519133756111       2.358e+10
            14        -108.32704578940238      -0.00289035023208        18          1638       +1.380335640553       2.497e+10
            15        -108.33015956322247      -0.00311377382009        19          1729       +1.442765482431       2.636e+10
            16        -108.33277542970072      -0.00261586647825        20          1820       +1.322481360168       2.774e+10
            17        -108.33486122435417      -0.00208579465345        21          1911       +1.237621101418       2.913e+10
            18        -108.33647980121296      -0.00161857685879        22          2002       +1.221301599432       3.052e+10
            19        -108.33760018528007      -0.00112038406711        23          2093       +1.126596936690       3.191e+10
            20        -108.33831981584520      -0.00071963056513        24          2184       +1.027158525312       3.329e+10
            21        -108.33884591821938      -0.00052610237418        25          2275       +1.056493423783       3.468e+10
            22        -108.33926728747730      -0.00042136925792        26          2366       +1.167198762443       3.607e+10
            23        -108.33963882475949      -0.00037153728219        27          2457       +1.188567898893       3.745e+10
            24        -108.33996621092415      -0.00032738616466        28          2548       +1.263570207227       3.884e+10
            25        -108.34031583145320      -0.00034962052905        29          2639       +1.086419886199       4.023e+10
            26        -108.34070960800005      -0.00039377654686        30          2730       +1.257095323990       4.162e+10
            27        -108.34117974372744      -0.00047013572738        31          2821       +1.026669519720       4.300e+10
            28        -108.34167870576063      -0.00049896203319        32          2912       +1.159439272861       4.439e+10
            29        -108.34215053829179      -0.00047183253116        33          3003       +1.146501633366       4.578e+10
            30        -108.34254844904927      -0.00039791075748        34          3094       +1.205551124662       4.716e+10
            31        -108.34283631806910      -0.00028786901983        35          3185       +0.989132752271       4.855e+10
            32        -108.34303722828730      -0.00020091021820        36          3276       +1.032677793235       4.994e+10
            33        -108.34318039219856      -0.00014316391126        37          3367       +1.217795821561       5.133e+10
            34        -108.34327308313497      -0.00009269093641        38          3458       +1.128156195088       5.271e+10
            35        -108.34333937019521      -0.00006628706024        39          3549       +1.000934943274       5.410e+10
            36        -108.34338991884732      -0.00005054865211        40          3640       +1.136731204709       5.549e+10
            37        -108.34343090348486      -0.00004098463754        41          3731       +1.237283893932       5.687e+10
            38        -108.34346856540674      -0.00003766192188        42          3822       +1.058380348876       5.826e+10
            39        -108.34350360269246      -0.00003503728573        43          3913       +1.015050562891       5.965e+10
            40        -108.34354120086940      -0.00003759817693        44          4004       +1.222682695672       6.104e+10
            41        -108.34358287184781      -0.00004167097842        45          4095       +1.089372379423       6.242e+10
            42        -108.34363348094318      -0.00005060909537        46          4186       +0.903666543467       6.381e+10
            43        -108.34369866949604      -0.00006518855285        47          4277       +1.260421565327       6.520e+10
            44        -108.34378383559252      -0.00008516609648        48          4368       +0.932430179304       6.659e+10
            45        -108.34418409107892      -0.00040025548640        50          4550       +1.018588460229       6.936e+10
            46        -108.34466115487020      -0.00047706379128        53          4823       +1.185269078652       7.352e+10
            47        -108.34467225618646      -0.00001110131626        54          4914       +1.181017967141       7.491e+10
            48        -108.34467225618664      -0.00000000000018        70          6370       +1.155670332475       9.710e+10
            49        -108.34467225618685      -0.00000000000021        71          6461       +1.062280614863       9.849e+10
            50        -108.34467225618685      +0.00000000000000        75          6825       +1.123375770238       1.040e+11
