#Efci:-108.5143012407
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -108.07318276351559      -0.14449282717560         2           182       +2.530161170925       2.774e+17
             2        -108.11638473673186      -0.04320197321627         4           364       +1.247878602994       5.549e+17
             3        -108.13687730948413      -0.02049257275227         6           546       +1.152208092738       8.323e+17
             4        -108.17109605839329      -0.03421874890915         7           637       +1.095231666279       9.710e+17
             5        -108.23123945977669      -0.06014340138340         8           728       +0.995888756801       1.110e+18
             6        -108.31518669581919      -0.08394723604250         9           819       +1.067092371162       1.248e+18
             7        -108.34053819948039      -0.02535150366120        11          1001       +1.174664925345       1.526e+18
             8        -108.38300367377019      -0.04246547428980        12          1092       +0.922517268891       1.665e+18
             9        -108.42089513334483      -0.03789145957464        13          1183       +1.163363695781       1.803e+18
            10        -108.43526445930509      -0.01436932596026        15          1365       +1.119467455683       2.081e+18
            11        -108.45922529027240      -0.02396083096731        16          1456       +0.838521450802       2.220e+18
            12        -108.46431627986631      -0.00509098959391        17          1547       +1.532983689822       2.358e+18
            13        -108.47202236549862      -0.00770608563231        18          1638       +1.354805612308       2.497e+18
            14        -108.48318449158708      -0.01116212608846        19          1729       +1.140776656408       2.636e+18
            15        -108.49539667569297      -0.01221218410589        20          1820       +0.786412383241       2.774e+18
            16        -108.49800288933493      -0.00260621364195        22          2002       +0.659262151755       3.052e+18
            17        -108.50161750611868      -0.00361461678375        23          2093       +0.509772515788       3.191e+18
            18        -108.50541929146485      -0.00380178534617        24          2184       +0.287400051202       3.329e+18
            19        -108.50630395258270      -0.00088466111785        26          2366       +0.204181125173       3.607e+18
            20        -108.50669813119842      -0.00039417861572        28          2548       +0.170838468999       3.884e+18
            21        -108.50732924884606      -0.00063111764764        29          2639       +0.122821741563       4.023e+18
            22        -108.50764320131832      -0.00031395247225        31          2821       +0.111313929345       4.300e+18
            23        -108.50778552725687      -0.00014232593855        33          3003       +0.097016068380       4.578e+18
            24        -108.50799270425793      -0.00020717700106        34          3094       +0.071992217104       4.716e+18
            25        -108.50814422488780      -0.00015152062987        35          3185       +0.070279582346       4.855e+18
            26        -108.50817666836410      -0.00003244347630        37          3367       +0.059658347610       5.133e+18
            27        -108.50821741063213      -0.00004074226803        38          3458       +0.050474637974       5.271e+18
            28        -108.50827046637777      -0.00005305574564        39          3549       +0.032084747321       5.410e+18
            29        -108.50828147028167      -0.00001100390391        41          3731       +0.026540499112       5.687e+18
            30        -108.50829216481851      -0.00001069453684        42          3822       +0.021780158566       5.826e+18
            31        -108.50830500960934      -0.00001284479083        43          3913       +0.010909566509       5.965e+18
            32        -108.50830648779599      -0.00000147818665        45          4095       +0.010338808354       6.242e+18
            33        -108.50830878126487      -0.00000229346888        46          4186       +0.008396989748       6.381e+18
            34        -108.50830993813980      -0.00000115687493        47          4277       +0.009090076660       6.520e+18
            35        -108.50831044677147      -0.00000050863167        48          4368       +0.007915225739       6.659e+18
            36        -108.50831134712891      -0.00000090035743        49          4459       +0.006375633230       6.797e+18
            37        -108.50831167881938      -0.00000033169047        51          4641       +0.006152512652       7.075e+18
            38        -108.50831223876284      -0.00000055994346        52          4732       +0.004668987262       7.213e+18
            39        -108.50831243184670      -0.00000019308386        53          4823       +0.004899844377       7.352e+18
            40        -108.50831264986194      -0.00000021801523        54          4914       +0.003818693612       7.491e+18
            41        -108.50831295801873      -0.00000030815680        55          5005       +0.002127393972       7.630e+18
            42        -108.50831304008319      -0.00000008206446        57          5187       +0.001514311376       7.907e+18
            43        -108.50831310068487      -0.00000006060168        58          5278       +0.001351342367       8.046e+18
            44        -108.50831314071017      -0.00000004002530        59          5369       +0.000830082903       8.184e+18
            45        -108.50831314706734      -0.00000000635717        61          5551       +0.000795744527       8.462e+18
            46        -108.50831315783726      -0.00000001076992        62          5642       +0.000692202954       8.601e+18
            47        -108.50831316937676      -0.00000001153950        63          5733       +0.000532755571       8.739e+18
            48        -108.50831317531768      -0.00000000594092        64          5824       +0.000508484954       8.878e+18
            49        -108.50831317685414      -0.00000000153646        65          5915       +0.000458732168       9.017e+18
            50        -108.50831317960935      -0.00000000275520        66          6006       +0.000414316958       9.155e+18
