#Efci:-154.4194058179
#    k iteration         Energy               dE           Nrvec ev      Nrm ev*         ||r||           Nshots
#--------------------------------------------------------------------------------------------------------------------
           1        -154.39872286644226      -0.00186571833163         1            15       +0.0014212082       3.200e+17
           2        -154.40043090633699      -0.00170803989474         2            30       +0.0013592429       6.400e+17
           3        -154.41855209763830      -0.01812119130130         3            45       +0.0002841784       9.600e+17
           4        -154.41841278396660      +0.00013931367170         4            60       +0.0002767910       1.280e+18
           5        -154.41937052677343      -0.00095774280683         5            75       +0.0000559981       1.600e+18
           6        -154.41937615448467      -0.00000562771123         6            90       +0.0000490697       1.920e+18
           7        -154.41940242583186      -0.00002627134720         7           105       +0.0000189327       2.240e+18
           8        -154.41940541107004      -0.00000298523818         8           120       +0.0000062251       2.560e+18
           9        -154.41940541094635      +0.00000000012369         9           135       +0.0000062505       2.880e+18
          10        -154.41940541930745      -0.00000000836110        10           150       +0.0000062769       3.200e+18
          11        -154.41940546371561      -0.00000004440815        11           165       +0.0000060472       3.520e+18
          12        -154.41940542427653      +0.00000003943907        12           180       +0.0000058995       3.840e+18
          13        -154.41940525087497      +0.00000017340156        13           195       +0.0000069232       4.160e+18
          14        -154.41940530663274      -0.00000005575777        14           210       +0.0000067604       4.480e+18
          15        -154.41940563493361      -0.00000032830087        15           225       +0.0000041708       4.800e+18
          16        -154.41940558462005      +0.00000005031356        16           240       +0.0000039897       5.120e+18
          17        -154.41940535841536      +0.00000022620469        17           255       +0.0000051433       5.440e+18
          18        -154.41940553674354      -0.00000017832818        18           270       +0.0000039665       5.760e+18
          19        -154.41940551024751      +0.00000002649602        19           285       +0.0000041141       6.080e+18
          20        -154.41940568980593      -0.00000017955841        20           300       +0.0000032019       6.400e+18
          21        -154.41940570798457      -0.00000001817864        21           315       +0.0000028290       6.720e+18
          22        -154.41940573479900      -0.00000002681443        22           330       +0.0000022638       7.040e+18
          23        -154.41940563008399      +0.00000010471501        23           345       +0.0000034235       7.360e+18
          24        -154.41940570592567      -0.00000007584168        24           360       +0.0000029651       7.680e+18
          25        -154.41940572403524      -0.00000001810957        25           375       +0.0000029114       8.000e+18
