#Efci:-15.6506872611
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -15.64484820798362      -0.02011108323680         3           114       +0.311462170216       2.073e+14
             2        -15.64788154687119      -0.00303333888757         5           190       +0.148193851831       3.455e+14
             3        -15.64944610841438      -0.00156456154319         7           266       +0.106583650447       4.838e+14
             4        -15.64994195309375      -0.00049584467937         9           342       +0.063474077986       6.220e+14
             5        -15.65004706684788      -0.00010511375413        10           380       +0.089297321448       6.911e+14
             6        -15.65019567294475      -0.00014860609687        11           418       +0.065656827650       7.602e+14
             7        -15.65028770484372      -0.00009203189897        12           456       +0.068976874814       8.293e+14
             8        -15.65033986501573      -0.00005216017201        13           494       +0.045339383652       8.984e+14
             9        -15.65039610805523      -0.00005624303950        14           532       +0.024947970466       9.675e+14
            10        -15.65042276590403      -0.00002665784880        16           608       +0.013839673194       1.106e+15
            11        -15.65043018017929      -0.00000741427526        18           684       +0.007455203905       1.244e+15
            12        -15.65043407966922      -0.00000389948993        20           760       +0.003807417214       1.382e+15
            13        -15.65043461122538      -0.00000053155616        22           836       +0.002451173995       1.520e+15
            14        -15.65043483889698      -0.00000022767160        24           912       +0.001893425337       1.659e+15
            15        -15.65043494446613      -0.00000010556915        26           988       +0.001041099793       1.797e+15
            16        -15.65043497455251      -0.00000003008638        28          1064       +0.000673933578       1.935e+15
            17        -15.65043499433599      -0.00000001978349        29          1102       +0.000420595810       2.004e+15
            18        -15.65043500080154      -0.00000000646555        31          1178       +0.000224364358       2.142e+15
            19        -15.65043500266487      -0.00000000186333        33          1254       +0.000185845172       2.281e+15
            20        -15.65043500326575      -0.00000000060088        35          1330       +0.000157832938       2.419e+15
            21        -15.65043500373046      -0.00000000046470        36          1368       +0.000124024144       2.488e+15
            22        -15.65043500407524      -0.00000000034478        37          1406       +0.000124996309       2.557e+15
            23        -15.65043500415608      -0.00000000008084        39          1482       +0.000114897559       2.695e+15
            24        -15.65043500421305      -0.00000000005697        40          1520       +0.000120214345       2.764e+15
            25        -15.65043500426567      -0.00000000005262        41          1558       +0.000101969437       2.833e+15
            26        -15.65043500430389      -0.00000000003822        42          1596       +0.000110098803       2.903e+15
            27        -15.65043500433281      -0.00000000002891        43          1634       +0.000095956225       2.972e+15
            28        -15.65043500436135      -0.00000000002854        44          1672       +0.000080267549       3.041e+15
            29        -15.65043500438492      -0.00000000002358        45          1710       +0.000087753680       3.110e+15
            30        -15.65043500440170      -0.00000000001678        46          1748       +0.000087953479       3.179e+15
            31        -15.65043500440826      -0.00000000000656        47          1786       +0.000104300255       3.248e+15
            32        -15.65043500441426      -0.00000000000600        48          1824       +0.000084270418       3.317e+15
            33        -15.65043500441924      -0.00000000000498        49          1862       +0.000090323539       3.386e+15
            34        -15.65043500442331      -0.00000000000407        50          1900       +0.000088835526       3.455e+15
            35        -15.65043500442669      -0.00000000000338        51          1938       +0.000094703801       3.525e+15
            36        -15.65043500443067      -0.00000000000398        52          1976       +0.000111015074       3.594e+15
            37        -15.65043500445562      -0.00000000002495        54          2052       +0.000099484942       3.732e+15
            38        -15.65043500447712      -0.00000000002150        55          2090       +0.000085470705       3.801e+15
            39        -15.65043500449196      -0.00000000001484        56          2128       +0.000080794059       3.870e+15
            40        -15.65043500450180      -0.00000000000984        57          2166       +0.000094833505       3.939e+15
            41        -15.65043500450487      -0.00000000000307        58          2204       +0.000060392649       4.008e+15
            42        -15.65043500450746      -0.00000000000259        59          2242       +0.000056915324       4.077e+15
            43        -15.65043500450957      -0.00000000000212        60          2280       +0.000086424025       4.146e+15
            44        -15.65043500451113      -0.00000000000155        61          2318       +0.000084146909       4.216e+15
            45        -15.65043500451277      -0.00000000000164        62          2356       +0.000088065191       4.285e+15
            46        -15.65043500451433      -0.00000000000156        63          2394       +0.000079171361       4.354e+15
            47        -15.65043500451575      -0.00000000000142        64          2432       +0.000072395373       4.423e+15
            48        -15.65043500451715      -0.00000000000140        65          2470       +0.000073525312       4.492e+15
            49        -15.65043500451896      -0.00000000000182        66          2508       +0.000088200713       4.561e+15
            50        -15.65043500452156      -0.00000000000260        67          2546       +0.000075302744       4.630e+15
