#Efci:-15.6506872611
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -15.64485299795419      -0.02011587320737         3           114       +0.311121787923       2.073e+12
             2        -15.64788199065172      -0.00302899269753         5           190       +0.148249399489       3.455e+12
             3        -15.64944544541487      -0.00156345476315         7           266       +0.106513130886       4.838e+12
             4        -15.64994161267397      -0.00049616725909         9           342       +0.063541002413       6.220e+12
             5        -15.65005014324371      -0.00010853056974        10           380       +0.088633365763       6.911e+12
             6        -15.65020126611857      -0.00015112287487        11           418       +0.064628820955       7.602e+12
             7        -15.65028941644625      -0.00008815032767        12           456       +0.068612905525       8.293e+12
             8        -15.65034162378446      -0.00005220733822        13           494       +0.044289667055       8.984e+12
             9        -15.65039676698095      -0.00005514319649        14           532       +0.024572314389       9.675e+12
            10        -15.65042256683148      -0.00002579985053        16           608       +0.014240775153       1.106e+13
            11        -15.65042979708667      -0.00000723025519        18           684       +0.008306005418       1.244e+13
            12        -15.65043174261882      -0.00000194553215        20           760       +0.006466547022       1.382e+13
            13        -15.65043418321940      -0.00000244060058        21           798       +0.003386489722       1.451e+13
            14        -15.65043468421337      -0.00000050099397        23           874       +0.002511352066       1.589e+13
            15        -15.65043488052616      -0.00000019631280        25           950       +0.001600885349       1.728e+13
            16        -15.65043493381051      -0.00000005328434        27          1026       +0.001326510856       1.866e+13
            17        -15.65043494806490      -0.00000001425439        29          1102       +0.001179984187       2.004e+13
            18        -15.65043495871796      -0.00000001065306        30          1140       +0.000882198216       2.073e+13
            19        -15.65043496609025      -0.00000000737229        31          1178       +0.000871429238       2.142e+13
            20        -15.65043497350800      -0.00000000741775        32          1216       +0.000868247094       2.211e+13
            21        -15.65043497797996      -0.00000000447197        33          1254       +0.000810021638       2.281e+13
            22        -15.65043498239577      -0.00000000441581        34          1292       +0.000888694056       2.350e+13
            23        -15.65043498458074      -0.00000000218497        35          1330       +0.000940582456       2.419e+13
            24        -15.65043498620338      -0.00000000162264        36          1368       +0.000727100754       2.488e+13
            25        -15.65043498760735      -0.00000000140397        37          1406       +0.000776261294       2.557e+13
            26        -15.65043498909688      -0.00000000148954        38          1444       +0.000925681863       2.626e+13
            27        -15.65043499096921      -0.00000000187232        39          1482       +0.000638234506       2.695e+13
            28        -15.65043499315179      -0.00000000218258        40          1520       +0.000747815009       2.764e+13
            29        -15.65043499451387      -0.00000000136208        41          1558       +0.000805858127       2.833e+13
            30        -15.65043499458460      -0.00000000007073        43          1634       +0.000781058453       2.972e+13
            31        -15.65043499460480      -0.00000000002020        44          1672       +0.000741212905       3.041e+13
            32        -15.65043499461165      -0.00000000000685        45          1710       +0.000892233209       3.110e+13
            33        -15.65043499461682      -0.00000000000517        46          1748       +0.000635723464       3.179e+13
            34        -15.65043499462413      -0.00000000000732        47          1786       +0.000707850144       3.248e+13
            35        -15.65043499485551      -0.00000000023138        50          1900       +0.000750906564       3.455e+13
            36        -15.65043499594349      -0.00000000108798        52          1976       +0.000677745019       3.594e+13
            37        -15.65043499607997      -0.00000000013648        53          2014       +0.000529791232       3.663e+13
            38        -15.65043499607997      +0.00000000000000        63          2394       +0.000704685714       4.354e+13
