#Efci:-15.6506872611
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -15.64482878391141      -0.02009165916459         3           114       +0.312364454191       2.073e+10
             2        -15.64788985780726      -0.00306107389585         5           190       +0.146498292056       3.455e+10
             3        -15.64944262336841      -0.00155276556115         7           266       +0.107178235788       4.838e+10
             4        -15.64992639537821      -0.00048377200980         9           342       +0.064224289845       6.220e+10
             5        -15.65004058203034      -0.00011418665213        10           380       +0.090083576752       6.911e+10
             6        -15.65019163035624      -0.00015104832590        11           418       +0.063485896760       7.602e+10
             7        -15.65028317450199      -0.00009154414575        12           456       +0.070709111654       8.293e+10
             8        -15.65034476971031      -0.00006159520832        13           494       +0.042244916949       8.984e+10
             9        -15.65038868095485      -0.00004391124454        14           532       +0.027526206626       9.675e+10
            10        -15.65039643695665      -0.00000775600180        15           570       +0.027663497652       1.037e+11
            11        -15.65040830848925      -0.00001187153260        16           608       +0.022193815191       1.106e+11
            12        -15.65041811909808      -0.00000981060883        17           646       +0.017144056552       1.175e+11
            13        -15.65042235255364      -0.00000423345556        18           684       +0.014797989675       1.244e+11
            14        -15.65042654088183      -0.00000418832819        19           722       +0.010389620228       1.313e+11
            15        -15.65042726397834      -0.00000072309651        20           760       +0.011358702801       1.382e+11
            16        -15.65042772089247      -0.00000045691413        21           798       +0.010632413801       1.451e+11
            17        -15.65042823503255      -0.00000051414008        22           836       +0.011566327641       1.520e+11
            18        -15.65042881812069      -0.00000058308814        23           874       +0.010933678460       1.589e+11
            19        -15.65042933822917      -0.00000052010848        24           912       +0.011084180517       1.659e+11
            20        -15.65042970708130      -0.00000036885213        25           950       +0.009730999335       1.728e+11
            21        -15.65042999094870      -0.00000028386740        26           988       +0.008721897381       1.797e+11
            22        -15.65043019681129      -0.00000020586259        27          1026       +0.010348735604       1.866e+11
            23        -15.65043037675391      -0.00000017994262        28          1064       +0.009521915690       1.935e+11
            24        -15.65043054242454      -0.00000016567063        29          1102       +0.011079210941       2.004e+11
            25        -15.65043073045078      -0.00000018802624        30          1140       +0.010661151900       2.073e+11
            26        -15.65043092636411      -0.00000019591334        31          1178       +0.010629981454       2.142e+11
            27        -15.65043112148665      -0.00000019512254        32          1216       +0.009884145212       2.211e+11
            28        -15.65043130871521      -0.00000018722856        33          1254       +0.007703816969       2.281e+11
            29        -15.65043141228804      -0.00000010357283        34          1292       +0.009961379984       2.350e+11
            30        -15.65043148706450      -0.00000007477646        35          1330       +0.008453425151       2.419e+11
            31        -15.65043156923879      -0.00000008217430        37          1406       +0.008064060167       2.557e+11
            32        -15.65043161638880      -0.00000004715000        38          1444       +0.009204196709       2.626e+11
            33        -15.65043166457576      -0.00000004818697        39          1482       +0.009164714433       2.695e+11
            34        -15.65043171311195      -0.00000004853618        40          1520       +0.010476019562       2.764e+11
            35        -15.65043177252116      -0.00000005940922        41          1558       +0.008675584914       2.833e+11
            36        -15.65043194206906      -0.00000016954790        43          1634       +0.008738903364       2.972e+11
            37        -15.65043194352162      -0.00000000145255        44          1672       +0.007137492274       3.041e+11
            38        -15.65043194507258      -0.00000000155097        45          1710       +0.009388426406       3.110e+11
            39        -15.65043194738763      -0.00000000231504        46          1748       +0.008620048889       3.179e+11
            40        -15.65043196508978      -0.00000001770216        48          1824       +0.007174427230       3.317e+11
            41        -15.65043199335760      -0.00000002826782        49          1862       +0.009992242005       3.386e+11
            42        -15.65043216269661      -0.00000016933901        51          1938       +0.008611753532       3.525e+11
            43        -15.65043221808513      -0.00000005538852        54          2052       +0.007228379321       3.732e+11
            44        -15.65043222320878      -0.00000000512365        55          2090       +0.009325351346       3.801e+11
            45        -15.65043222495287      -0.00000000174409        56          2128       +0.010571574841       3.870e+11
            46        -15.65043222542789      -0.00000000047502        58          2204       +0.008869200591       4.008e+11
            47        -15.65043222575921      -0.00000000033132        59          2242       +0.008403789914       4.077e+11
            48        -15.65043222602517      -0.00000000026596        60          2280       +0.008279332050       4.146e+11
            49        -15.65043222627843      -0.00000000025325        61          2318       +0.007177247671       4.216e+11
            50        -15.65043222750060      -0.00000000122218        63          2394       +0.009504401470       4.354e+11
