#Efci:-15.6506872611
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -15.62714930451510      -0.00241217976828         3           114       +0.887173530921       2.073e+06
             2        -15.62847910171981      -0.00132979720470         4           152       +0.967175667004       2.764e+06
             3        -15.62962981161617      -0.00115070989636         5           190       +0.832444430984       3.455e+06
             4        -15.63080061553792      -0.00117080392175         6           228       +0.692677948965       4.146e+06
             5        -15.63206624218490      -0.00126562664698         7           266       +0.768990140704       4.838e+06
             6        -15.63336557896351      -0.00129933677861         8           304       +0.672201080817       5.529e+06
             7        -15.63493249531554      -0.00156691635203         9           342       +0.634122464082       6.220e+06
             8        -15.63656771235779      -0.00163521704225        10           380       +0.877632252245       6.911e+06
             9        -15.63803699002367      -0.00146927766587        11           418       +0.645770375743       7.602e+06
            10        -15.63885874376255      -0.00082175373888        12           456       +0.705578104984       8.293e+06
            11        -15.63923827773766      -0.00037953397511        13           494       +0.858344864076       8.984e+06
            12        -15.63954396401866      -0.00030568628101        14           532       +0.715705864088       9.675e+06
            13        -15.63984381593773      -0.00029985191906        15           570       +0.631890336911       1.037e+07
            14        -15.64016867525892      -0.00032485932119        16           608       +0.604658951194       1.106e+07
            15        -15.64048290505434      -0.00031422979542        17           646       +0.591535856890       1.175e+07
            16        -15.64074621878094      -0.00026331372660        18           684       +0.634993035849       1.244e+07
            17        -15.64082719173339      -0.00008097295245        20           760       +0.787939302497       1.382e+07
            18        -15.64089266851985      -0.00006547678646        21           798       +0.742782222937       1.451e+07
            19        -15.64095586934408      -0.00006320082423        22           836       +0.737608562969       1.520e+07
            20        -15.64123785092829      -0.00028198158421        24           912       +0.759463875025       1.659e+07
            21        -15.64148608303605      -0.00024823210776        25           950       +0.575608809981       1.728e+07
            22        -15.64166578916297      -0.00017970612692        26           988       +0.687183128686       1.797e+07
            23        -15.64179123873708      -0.00012544957411        27          1026       +0.661923346282       1.866e+07
            24        -15.64186416820274      -0.00007292946566        28          1064       +0.649338425348       1.935e+07
            25        -15.64192368943067      -0.00005952122793        29          1102       +0.704983904059       2.004e+07
            26        -15.64197388131813      -0.00005019188747        30          1140       +0.650327809116       2.073e+07
            27        -15.64201872887631      -0.00004484755818        31          1178       +0.531787755044       2.142e+07
            28        -15.64217048265681      -0.00015175378050        33          1254       +0.588650183465       2.281e+07
            29        -15.64226268832739      -0.00009220567058        34          1292       +0.637121154883       2.350e+07
            30        -15.64230033222394      -0.00003764389655        35          1330       +0.601170870625       2.419e+07
            31        -15.64231405609390      -0.00001372386996        36          1368       +0.664394683666       2.488e+07
            32        -15.64232008784806      -0.00000603175415        37          1406       +0.693570422379       2.557e+07
            33        -15.64232266699659      -0.00000257914853        38          1444       +0.681527036487       2.626e+07
            34        -15.64232397940066      -0.00000131240408        39          1482       +0.772247771612       2.695e+07
            35        -15.64233711425034      -0.00001313484967        42          1596       +0.617676920221       2.903e+07
            36        -15.64234813834165      -0.00001102409131        43          1634       +0.581701466838       2.972e+07
            37        -15.64238113398658      -0.00003299564493        46          1748       +0.629302021784       3.179e+07
            38        -15.64241274872435      -0.00003161473776        49          1862       +0.696279685739       3.386e+07
            39        -15.64244203984759      -0.00002929112325        50          1900       +0.571537008192       3.455e+07
            40        -15.64245777939827      -0.00001573955068        54          2052       +0.673589879923       3.732e+07
            41        -15.64246222670324      -0.00000444730498        57          2166       +0.680253131724       3.939e+07
            42        -15.64246429632070      -0.00000206961746        68          2584       +0.676306161992       4.699e+07
            43        -15.64247383475138      -0.00000953843068        71          2698       +0.736219093751       4.907e+07
            44        -15.64247387273768      -0.00000003798630        78          2964       +0.670813065811       5.390e+07
            45        -15.64247388616673      -0.00000001342905        79          3002       +0.728213166582       5.460e+07
            46        -15.64247390289603      -0.00000001672930        80          3040       +0.682339842432       5.529e+07
            47        -15.64247392748981      -0.00000002459378        81          3078       +0.653908601658       5.598e+07
            48        -15.64248606158690      -0.00001213409709        86          3268       +0.694137456960       5.943e+07
            49        -15.64363712005344      -0.00115105846654        92          3496       +0.574725365531       6.358e+07
            50        -15.64363959570072      -0.00000247564728        95          3610       +0.714922720965       6.565e+07
