#Efci:-15.6506872611
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -15.64483721999435      -0.02010009524752         3           114       +0.311693888699       2.073e+12
             2        -15.64787793146373      -0.00304071146939         5           190       +0.148425515083       3.455e+12
             3        -15.64944932278765      -0.00157139132392         7           266       +0.106312444777       4.838e+12
             4        -15.64994446489145      -0.00049514210380         9           342       +0.063424955766       6.220e+12
             5        -15.65004699732265      -0.00010253243121        10           380       +0.089553092932       6.911e+12
             6        -15.65019362761423      -0.00014663029158        11           418       +0.066116115245       7.602e+12
             7        -15.65028800603181      -0.00009437841757        12           456       +0.068959737655       8.293e+12
             8        -15.65033554274630      -0.00004753671449        13           494       +0.046394178784       8.984e+12
             9        -15.65039275563105      -0.00005721288475        14           532       +0.026674851439       9.675e+12
            10        -15.65042036140544      -0.00002760577439        16           608       +0.016531264776       1.106e+13
            11        -15.65042867911934      -0.00000831771390        18           684       +0.009939950006       1.244e+13
            12        -15.65043108542342      -0.00000240630408        20           760       +0.008720691168       1.382e+13
            13        -15.65043399563102      -0.00000291020760        21           798       +0.004308777374       1.451e+13
            14        -15.65043448397087      -0.00000048833985        23           874       +0.003141544217       1.589e+13
            15        -15.65043471655674      -0.00000023258587        25           950       +0.002369240576       1.728e+13
            16        -15.65043487222315      -0.00000015566641        26           988       +0.001457020014       1.797e+13
            17        -15.65043493345075      -0.00000006122760        28          1064       +0.001259245773       1.935e+13
            18        -15.65043496186351      -0.00000002841276        29          1102       +0.001083367306       2.004e+13
            19        -15.65043496229538      -0.00000000043187        30          1140       +0.001098081375       2.073e+13
            20        -15.65043496268003      -0.00000000038465        31          1178       +0.000944893918       2.142e+13
            21        -15.65043496312448      -0.00000000044445        32          1216       +0.000934744475       2.211e+13
            22        -15.65043496374025      -0.00000000061577        33          1254       +0.000795203835       2.281e+13
            23        -15.65043496460371      -0.00000000086347        34          1292       +0.000850944469       2.350e+13
            24        -15.65043497009828      -0.00000000549456        37          1406       +0.000862297415       2.557e+13
            25        -15.65043497047890      -0.00000000038063        39          1482       +0.001000527331       2.695e+13
            26        -15.65043497069148      -0.00000000021257        40          1520       +0.000917383527       2.764e+13
            27        -15.65043497087219      -0.00000000018071        41          1558       +0.000914710389       2.833e+13
            28        -15.65043497105069      -0.00000000017850        42          1596       +0.000910403625       2.903e+13
            29        -15.65043497123681      -0.00000000018612        43          1634       +0.000726819383       2.972e+13
            30        -15.65043497143551      -0.00000000019870        44          1672       +0.000822855047       3.041e+13
            31        -15.65043497165834      -0.00000000022283        45          1710       +0.000905518770       3.110e+13
            32        -15.65043497193283      -0.00000000027448        46          1748       +0.000823046491       3.179e+13
            33        -15.65043497228580      -0.00000000035298        47          1786       +0.000809280188       3.248e+13
            34        -15.65043497276732      -0.00000000048152        48          1824       +0.000838146486       3.317e+13
            35        -15.65043497342625      -0.00000000065892        49          1862       +0.000896452029       3.386e+13
            36        -15.65043497436452      -0.00000000093827        50          1900       +0.000814592484       3.455e+13
            37        -15.65043497562704      -0.00000000126253        51          1938       +0.000771326481       3.525e+13
            38        -15.65043497700460      -0.00000000137756        52          1976       +0.000931407106       3.594e+13
            39        -15.65043497826876      -0.00000000126417        53          2014       +0.000819109569       3.663e+13
            40        -15.65043497922907      -0.00000000096031        54          2052       +0.000960487751       3.732e+13
            41        -15.65043498015921      -0.00000000093014        55          2090       +0.000928704824       3.801e+13
            42        -15.65043498092983      -0.00000000077062        56          2128       +0.000779173769       3.870e+13
            43        -15.65043498132231      -0.00000000039248        57          2166       +0.000890984670       3.939e+13
            44        -15.65043498147268      -0.00000000015037        58          2204       +0.000848987417       4.008e+13
            45        -15.65043498155326      -0.00000000008058        59          2242       +0.000804220874       4.077e+13
            46        -15.65043498159208      -0.00000000003882        60          2280       +0.000976217397       4.146e+13
            47        -15.65043498161201      -0.00000000001993        61          2318       +0.000787304803       4.216e+13
            48        -15.65043498162947      -0.00000000001746        62          2356       +0.000852929918       4.285e+13
            49        -15.65043498165690      -0.00000000002743        63          2394       +0.000829322094       4.354e+13
            50        -15.65043498254228      -0.00000000088538        68          2584       +0.000783215371       4.699e+13
