#Efci:-75.5993068080
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -75.56832771867650      -0.01012523093570         3            96       +1.396047575126       1.102e+09
             2        -75.57789015350100      -0.00956243482450         4           128       +1.063115947666       1.469e+09
             3        -75.58637477942462      -0.00848462592361         5           160       +0.820399794124       1.837e+09
             4        -75.58876728092710      -0.00239250150248         6           192       +0.746831302609       2.204e+09
             5        -75.58876826776128      -0.00000098683418        10           320       +0.742408871693       3.674e+09
             6        -75.58876903654102      -0.00000076877974        11           352       +0.826568794284       4.041e+09
             7        -75.58876992169384      -0.00000088515282        12           384       +0.757892337457       4.408e+09
             8        -75.58877102028460      -0.00000109859076        13           416       +0.742235588955       4.776e+09
             9        -75.58877244831585      -0.00000142803125        14           448       +0.767911687979       5.143e+09
            10        -75.58878203395319      -0.00000958563734        16           512       +0.695413707449       5.878e+09
            11        -75.58985257076939      -0.00107053681620        20           640       +0.766069827821       7.347e+09
            12        -75.59080729543759      -0.00095472466819        21           672       +0.743068292094       7.715e+09
            13        -75.59144423786390      -0.00063694242631        22           704       +0.538628583807       8.082e+09
            14        -75.59167389237629      -0.00022965451240        23           736       +0.753174587556       8.449e+09
            15        -75.59175038503075      -0.00007649265446        24           768       +0.755373603331       8.817e+09
            16        -75.59176450065240      -0.00001411562165        25           800       +0.695480394848       9.184e+09
            17        -75.59176777212957      -0.00000327147717        26           832       +0.761738177415       9.552e+09
            18        -75.59177090474486      -0.00000313261529        27           864       +0.713258650108       9.919e+09
            19        -75.59183021627345      -0.00005931152859        30           960       +0.730287590015       1.102e+10
            20        -75.59185010222197      -0.00001988594852        32          1024       +0.641462511953       1.176e+10
            21        -75.59185794012909      -0.00000783790712        34          1088       +0.594149961372       1.249e+10
            22        -75.59186650357245      -0.00000856344336        35          1120       +0.767954523819       1.286e+10
            23        -75.59191364284200      -0.00004713926955        37          1184       +0.706166891885       1.359e+10
            24        -75.59194790345451      -0.00003426061251        38          1216       +0.723704492414       1.396e+10
            25        -75.59197613037452      -0.00002822692001        39          1248       +0.699646248809       1.433e+10
            26        -75.59200260286865      -0.00002647249413        40          1280       +0.691679436115       1.469e+10
            27        -75.59202618912751      -0.00002358625886        41          1312       +0.840697497963       1.506e+10
            28        -75.59207678845567      -0.00005059932816        43          1376       +0.755947089218       1.580e+10
            29        -75.59208440512586      -0.00000761667019        45          1440       +0.746638377247       1.653e+10
            30        -75.59208680846962      -0.00000240334376        46          1472       +0.795659933477       1.690e+10
            31        -75.59209307612119      -0.00000626765157        48          1536       +0.854542890927       1.763e+10
            32        -75.59209589686843      -0.00000282074724        49          1568       +0.830284801324       1.800e+10
            33        -75.59210632856157      -0.00001043169314        51          1632       +0.812204387154       1.874e+10
            34        -75.59211435964743      -0.00000803108586        53          1696       +0.515939812417       1.947e+10
            35        -75.59229816023694      -0.00018380058951        63          2016       +0.486719117781       2.314e+10
            36        -75.59229816023699      -0.00000000000006        85          2720       +0.654541951180       3.123e+10
            37        -75.59229816023699      +0.00000000000000        91          2912       +0.826401560415       3.343e+10
