#Efci:-75.5993068080
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -75.56596029305108      -0.00775780531028         3            96       +1.584552706128       1.102e+09
             2        -75.57561679375850      -0.00965650070742         4           128       +1.107954890468       1.469e+09
             3        -75.58311153379887      -0.00749474004037         5           160       +1.034172695535       1.837e+09
             4        -75.58838568087114      -0.00527414707227         6           192       +0.781120722427       2.204e+09
             5        -75.58951547835994      -0.00112979748880         8           256       +0.694700070458       2.939e+09
             6        -75.59003886278397      -0.00052338442403         9           288       +0.649555467632       3.306e+09
             7        -75.59028520905139      -0.00024634626742        10           320       +0.750401528268       3.674e+09
             8        -75.59041004752495      -0.00012483847357        11           352       +0.844344594326       4.041e+09
             9        -75.59045477318257      -0.00004472565762        12           384       +0.544450123662       4.408e+09
            10        -75.59047725008587      -0.00002247690330        13           416       +0.572675293111       4.776e+09
            11        -75.59050048850995      -0.00002323842408        14           448       +0.592750770631       5.143e+09
            12        -75.59087745585391      -0.00037696734397        17           544       +0.604326521947       6.245e+09
            13        -75.59092576033102      -0.00004830447710        18           576       +0.668203059076       6.613e+09
            14        -75.59092576033102      +0.00000000000000        41          1312       +0.635357371086       1.506e+10
