#Efci:-75.5993068080
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -75.58321066273461      -0.02500817499381         3            96       +1.056620019037       1.102e+13
             2        -75.59456475622066      -0.01135409348605         5           160       +0.361007940149       1.837e+13
             3        -75.59620849935307      -0.00164374313241         7           224       +0.148320342417       2.572e+13
             4        -75.59836260058590      -0.00215410123283         8           256       +0.083019438562       2.939e+13
             5        -75.59848916541895      -0.00012656483305        10           320       +0.100173226107       3.674e+13
             6        -75.59862179869992      -0.00013263328097        11           352       +0.105548237287       4.041e+13
             7        -75.59881807928276      -0.00019628058284        12           384       +0.064133266196       4.408e+13
             8        -75.59885939116943      -0.00004131188666        14           448       +0.074437760230       5.143e+13
             9        -75.59892604087786      -0.00006664970843        15           480       +0.056009621047       5.511e+13
            10        -75.59894804779336      -0.00002200691550        17           544       +0.056048979520       6.245e+13
            11        -75.59898325842015      -0.00003521062679        18           576       +0.043568896822       6.613e+13
            12        -75.59899252534247      -0.00000926692232        20           640       +0.037394566729       7.347e+13
            13        -75.59900577623827      -0.00001325089580        21           672       +0.033476260252       7.715e+13
            14        -75.59901437463860      -0.00000859840033        22           704       +0.033024953596       8.082e+13
            15        -75.59902334845438      -0.00000897381578        23           736       +0.027694531918       8.449e+13
            16        -75.59902695133516      -0.00000360288078        25           800       +0.023871337781       9.184e+13
            17        -75.59902947973380      -0.00000252839864        26           832       +0.021238467880       9.552e+13
            18        -75.59903132339566      -0.00000184366186        27           864       +0.014032401522       9.919e+13
            19        -75.59903134666524      -0.00000002326958        30           960       +0.014315315305       1.102e+14
            20        -75.59903137708145      -0.00000003041620        31           992       +0.013499370311       1.139e+14
            21        -75.59903142573073      -0.00000004864928        32          1024       +0.013584532308       1.176e+14
            22        -75.59903150901526      -0.00000008328453        33          1056       +0.014687464902       1.212e+14
            23        -75.59903165807648      -0.00000014906122        34          1088       +0.012533083615       1.249e+14
            24        -75.59903191208140      -0.00000025400492        35          1120       +0.012483989907       1.286e+14
            25        -75.59903229685975      -0.00000038477835        36          1152       +0.011951724454       1.323e+14
            26        -75.59903286144645      -0.00000056458670        37          1184       +0.009420332217       1.359e+14
            27        -75.59903343460407      -0.00000057315762        38          1216       +0.012927208134       1.396e+14
            28        -75.59903407536092      -0.00000064075685        39          1248       +0.010710622287       1.433e+14
            29        -75.59903450881586      -0.00000043345494        40          1280       +0.008955060352       1.469e+14
            30        -75.59903463429814      -0.00000012548227        41          1312       +0.010441382875       1.506e+14
            31        -75.59903469701700      -0.00000006271887        42          1344       +0.009396156313       1.543e+14
            32        -75.59903478656831      -0.00000008955131        43          1376       +0.008123781921       1.580e+14
            33        -75.59903489885454      -0.00000011228623        44          1408       +0.007689074644       1.616e+14
            34        -75.59903495033268      -0.00000005147814        45          1440       +0.008273650552       1.653e+14
            35        -75.59903495354762      -0.00000000321494        47          1504       +0.009311727796       1.727e+14
            36        -75.59903496659238      -0.00000001304477        49          1568       +0.007905567051       1.800e+14
            37        -75.59903497939017      -0.00000001279778        50          1600       +0.007256696480       1.837e+14
            38        -75.59903504188517      -0.00000006249500        52          1664       +0.007645193818       1.910e+14
            39        -75.59903505045351      -0.00000000856834        53          1696       +0.008094216104       1.947e+14
            40        -75.59903505596333      -0.00000000550982        54          1728       +0.007620201706       1.984e+14
            41        -75.59903505938954      -0.00000000342621        55          1760       +0.006645869862       2.021e+14
            42        -75.59903506500348      -0.00000000561394        56          1792       +0.008934534730       2.057e+14
            43        -75.59903517074258      -0.00000010573910        59          1888       +0.007407868194       2.167e+14
            44        -75.59903518251917      -0.00000001177659        61          1952       +0.007219869054       2.241e+14
            45        -75.59903518577377      -0.00000000325460        62          1984       +0.007245616196       2.278e+14
            46        -75.59903518814917      -0.00000000237540        63          2016       +0.007448063435       2.314e+14
            47        -75.59903518951786      -0.00000000136869        64          2048       +0.007248291456       2.351e+14
            48        -75.59903519619417      -0.00000000667630        66          2112       +0.008974247636       2.425e+14
            49        -75.59903520298097      -0.00000000678681        67          2144       +0.007585743049       2.461e+14
            50        -75.59903521102291      -0.00000000804194        68          2176       +0.007942521050       2.498e+14
