#Efci:-230.7911477999
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -230.75977530583364      -0.03795616327457         2           234       +0.344649381119       6.081e+07
             2        -230.78774321486736      -0.02796790903372         3           351       +0.116524287137       9.121e+07
             3        -230.78999265304466      -0.00224943817730         5           585       +0.029185937645       1.520e+08
             4        -230.79008283987463      -0.00009018682996         6           702       +0.025559888328       1.824e+08
             5        -230.79015701856918      -0.00007417869455         7           819       +0.017102363046       2.128e+08
             6        -230.79017404599190      -0.00001702742273         8           936       +0.016598584559       2.432e+08
             7        -230.79018401755906      -0.00000997156715         9          1053       +0.013992022539       2.736e+08
             8        -230.79019165156060      -0.00000763400155        10          1170       +0.013693370035       3.040e+08
             9        -230.79019636051109      -0.00000470895048        11          1287       +0.012870065658       3.344e+08
            10        -230.79019907456572      -0.00000271405463        12          1404       +0.012644821459       3.648e+08
            11        -230.79020066621891      -0.00000159165319        13          1521       +0.012635689727       3.952e+08
            12        -230.79020166784747      -0.00000100162856        14          1638       +0.011506384511       4.256e+08
            13        -230.79020241475286      -0.00000074690539        15          1755       +0.013485851615       4.560e+08
            14        -230.79020303556911      -0.00000062081625        16          1872       +0.012119095056       4.865e+08
            15        -230.79020362994240      -0.00000059437329        17          1989       +0.012698037793       5.169e+08
            16        -230.79020419024391      -0.00000056030152        18          2106       +0.011902239154       5.473e+08
            17        -230.79020470757288      -0.00000051732897        19          2223       +0.010470546236       5.777e+08
            18        -230.79020521424601      -0.00000050667313        20          2340       +0.011654094357       6.081e+08
            19        -230.79020572074498      -0.00000050649896        21          2457       +0.010976328013       6.385e+08
            20        -230.79020622765429      -0.00000050690932        22          2574       +0.011104629362       6.689e+08
            21        -230.79020674366015      -0.00000051600585        23          2691       +0.011188123891       6.993e+08
            22        -230.79020722455931      -0.00000048089916        24          2808       +0.011563634445       7.297e+08
            23        -230.79020765799567      -0.00000043343636        25          2925       +0.010567890021       7.601e+08
            24        -230.79020799531969      -0.00000033732402        26          3042       +0.010992685936       7.905e+08
            25        -230.79020822274032      -0.00000022742063        27          3159       +0.012358153935       8.209e+08
            26        -230.79020838605115      -0.00000016331083        28          3276       +0.012190360683       8.513e+08
            27        -230.79020850364424      -0.00000011759309        29          3393       +0.012102353230       8.817e+08
            28        -230.79020858519823      -0.00000008155399        30          3510       +0.011624011581       9.121e+08
            29        -230.79020864337375      -0.00000005817552        31          3627       +0.011537947614       9.425e+08
            30        -230.79020868697825      -0.00000004360450        32          3744       +0.010985599967       9.729e+08
            31        -230.79020872087773      -0.00000003389948        33          3861       +0.011653803039       1.003e+09
            32        -230.79020875059484      -0.00000002971711        34          3978       +0.011910451299       1.034e+09
            33        -230.79020877760442      -0.00000002700958        35          4095       +0.011585321078       1.064e+09
            34        -230.79020880360298      -0.00000002599856        36          4212       +0.012329171031       1.095e+09
            35        -230.79020882970789      -0.00000002610491        37          4329       +0.011928081552       1.125e+09
            36        -230.79020885673691      -0.00000002702902        38          4446       +0.010271943758       1.155e+09
            37        -230.79020888501177      -0.00000002827485        39          4563       +0.010662657435       1.186e+09
            38        -230.79020891511539      -0.00000003010362        40          4680       +0.010161527597       1.216e+09
            39        -230.79020894775869      -0.00000003264330        41          4797       +0.010924228658       1.247e+09
            40        -230.79020959436565      -0.00000064660696        44          5148       +0.011866512675       1.338e+09
            41        -230.79020998163858      -0.00000038727293        45          5265       +0.012479973241       1.368e+09
            42        -230.79021010156120      -0.00000011992262        46          5382       +0.012085598633       1.399e+09
            43        -230.79021012610008      -0.00000002453888        47          5499       +0.011620302162       1.429e+09
            44        -230.79021013148281      -0.00000000538273        48          5616       +0.010564124344       1.459e+09
            45        -230.79021013349583      -0.00000000201302        49          5733       +0.012096554242       1.490e+09
            46        -230.79021013448954      -0.00000000099371        50          5850       +0.011293022975       1.520e+09
            47        -230.79021013511490      -0.00000000062536        51          5967       +0.012263789150       1.551e+09
            48        -230.79021013557431      -0.00000000045941        52          6084       +0.010797574838       1.581e+09
            49        -230.79021013592546      -0.00000000035115        53          6201       +0.011765697852       1.611e+09
            50        -230.79021013622989      -0.00000000030442        54          6318       +0.009890429545       1.642e+09
