#Efci:-230.7911477999
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -230.75961903260895      -0.03779989004988         2           234       +0.344738621831       6.081e+13
             2        -230.78785932952664      -0.02824029691769         3           351       +0.114294624277       9.121e+13
             3        -230.79001344636953      -0.00215411684289         5           585       +0.026685991381       1.520e+14
             4        -230.79017946582658      -0.00016601945705         6           702       +0.011798013678       1.824e+14
             5        -230.79020617029605      -0.00002670446946         7           819       +0.005531982971       2.128e+14
             6        -230.79021336973980      -0.00000719944376         8           936       +0.001310789917       2.432e+14
             7        -230.79021355116919      -0.00000018142939         9          1053       +0.001070966021       2.736e+14
             8        -230.79021377996114      -0.00000022879195        10          1170       +0.000324113174       3.040e+14
             9        -230.79021379268306      -0.00000001272193        11          1287       +0.000240692572       3.344e+14
            10        -230.79021380436535      -0.00000001168229        12          1404       +0.000056793975       3.648e+14
            11        -230.79021380486395      -0.00000000049860        13          1521       +0.000028392487       3.952e+14
            12        -230.79021380499574      -0.00000000013179        14          1638       +0.000017864367       4.256e+14
            13        -230.79021380501959      -0.00000000002385        16          1872       +0.000016058882       4.865e+14
            14        -230.79021380503090      -0.00000000001131        17          1989       +0.000013231423       5.169e+14
            15        -230.79021380503229      -0.00000000000139        18          2106       +0.000013977891       5.473e+14
            16        -230.79021380503258      -0.00000000000028        19          2223       +0.000012993935       5.777e+14
            17        -230.79021380503301      -0.00000000000043        20          2340       +0.000015607686       6.081e+14
            18        -230.79021380503315      -0.00000000000014        21          2457       +0.000012600562       6.385e+14
            19        -230.79021380503366      -0.00000000000051        22          2574       +0.000014227729       6.689e+14
            20        -230.79021380503377      -0.00000000000011        23          2691       +0.000012375948       6.993e+14
            21        -230.79021380503417      -0.00000000000040        24          2808       +0.000014085208       7.297e+14
            22        -230.79021380503482      -0.00000000000065        25          2925       +0.000014199986       7.601e+14
            23        -230.79021380503630      -0.00000000000148        26          3042       +0.000013178229       7.905e+14
            24        -230.79021380503812      -0.00000000000182        27          3159       +0.000013110946       8.209e+14
            25        -230.79021380504125      -0.00000000000313        28          3276       +0.000014002257       8.513e+14
            26        -230.79021380504363      -0.00000000000239        29          3393       +0.000012594445       8.817e+14
            27        -230.79021380504537      -0.00000000000173        30          3510       +0.000013934899       9.121e+14
            28        -230.79021380504651      -0.00000000000114        31          3627       +0.000011729805       9.425e+14
            29        -230.79021380504733      -0.00000000000082        32          3744       +0.000012697158       9.729e+14
            30        -230.79021380504844      -0.00000000000111        33          3861       +0.000011910776       1.003e+15
            31        -230.79021380504847      -0.00000000000003        34          3978       +0.000011705591       1.034e+15
            32        -230.79021380504881      -0.00000000000034        35          4095       +0.000012212044       1.064e+15
            33        -230.79021380504881      +0.00000000000000        40          4680       +0.000013109783       1.216e+15
