#Efci:-7.9723355824
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -7.96872807267113      -0.01675653371247         3           276       +0.222577530573       3.066e+11
             2        -7.97143870577104      -0.00271063309991         5           460       +0.048516692352       5.111e+11
             3        -7.97170217916727      -0.00026347339622         7           644       +0.044690024764       7.155e+11
             4        -7.97187773578596      -0.00017555661870         8           736       +0.041147580384       8.177e+11
             5        -7.97205124195310      -0.00017350616714         9           828       +0.021364036261       9.199e+11
             6        -7.97211593074107      -0.00006468878797        11          1012       +0.027865830170       1.124e+12
             7        -7.97221788216506      -0.00010195142398        12          1104       +0.016917368897       1.227e+12
             8        -7.97226493811426      -0.00004705594920        14          1288       +0.022304292807       1.431e+12
             9        -7.97229102888536      -0.00002609077110        15          1380       +0.021104840735       1.533e+12
            10        -7.97231869442391      -0.00002766553855        16          1472       +0.008639528420       1.635e+12
            11        -7.97232174494255      -0.00000305051864        18          1656       +0.006732609360       1.840e+12
            12        -7.97232367754252      -0.00000193259997        19          1748       +0.005011547220       1.942e+12
            13        -7.97232465303422      -0.00000097549170        20          1840       +0.003169722757       2.044e+12
            14        -7.97232500699205      -0.00000035395782        22          2024       +0.001997592768       2.249e+12
            15        -7.97232508500514      -0.00000007801309        23          2116       +0.002180174100       2.351e+12
            16        -7.97232518616147      -0.00000010115632        24          2208       +0.002014063048       2.453e+12
            17        -7.97232529259530      -0.00000010643383        25          2300       +0.001627452295       2.555e+12
            18        -7.97232536501204      -0.00000007241674        26          2392       +0.001569239028       2.657e+12
            19        -7.97232540512341      -0.00000004011137        27          2484       +0.001313076245       2.760e+12
            20        -7.97232542707297      -0.00000002194956        28          2576       +0.001222007410       2.862e+12
            21        -7.97232543574778      -0.00000000867481        29          2668       +0.001093782969       2.964e+12
            22        -7.97232543838207      -0.00000000263429        30          2760       +0.001187126309       3.066e+12
            23        -7.97232544002347      -0.00000000164140        31          2852       +0.001132518427       3.169e+12
            24        -7.97232544112722      -0.00000000110375        32          2944       +0.001190934155       3.271e+12
            25        -7.97232544192756      -0.00000000080034        33          3036       +0.001169065746       3.373e+12
            26        -7.97232544257662      -0.00000000064906        34          3128       +0.001237332117       3.475e+12
            27        -7.97232544317118      -0.00000000059456        35          3220       +0.001141012341       3.577e+12
            28        -7.97232544381150      -0.00000000064032        36          3312       +0.001211405684       3.680e+12
            29        -7.97232544453902      -0.00000000072752        37          3404       +0.001175618323       3.782e+12
            30        -7.97232544535201      -0.00000000081299        38          3496       +0.001109176886       3.884e+12
            31        -7.97232544632718      -0.00000000097516        39          3588       +0.001054769750       3.986e+12
            32        -7.97232545130162      -0.00000000497445        41          3772       +0.001088116842       4.191e+12
            33        -7.97232545500869      -0.00000000370706        42          3864       +0.001136938912       4.293e+12
            34        -7.97232545696097      -0.00000000195229        43          3956       +0.001118490106       4.395e+12
            35        -7.97232545796895      -0.00000000100798        44          4048       +0.001222596090       4.497e+12
            36        -7.97232545846262      -0.00000000049367        45          4140       +0.001176914483       4.600e+12
            37        -7.97232545869025      -0.00000000022764        46          4232       +0.001119877145       4.702e+12
            38        -7.97232545886145      -0.00000000017120        47          4324       +0.001100208501       4.804e+12
            39        -7.97232545898875      -0.00000000012731        48          4416       +0.001203242393       4.906e+12
            40        -7.97232545909600      -0.00000000010724        49          4508       +0.001304703605       5.008e+12
            41        -7.97232545919741      -0.00000000010141        50          4600       +0.001170553286       5.111e+12
            42        -7.97232545929468      -0.00000000009727        51          4692       +0.001163401882       5.213e+12
            43        -7.97232545939227      -0.00000000009759        52          4784       +0.001115817192       5.315e+12
            44        -7.97232546144304      -0.00000000205077        55          5060       +0.001090728343       5.622e+12
            45        -7.97232546355746      -0.00000000211442        56          5152       +0.001070492581       5.724e+12
            46        -7.97232546537094      -0.00000000181348        57          5244       +0.001168521073       5.826e+12
            47        -7.97232546662184      -0.00000000125090        58          5336       +0.001041914016       5.928e+12
            48        -7.97232546750359      -0.00000000088175        59          5428       +0.001099102761       6.030e+12
            49        -7.97232546804257      -0.00000000053898        60          5520       +0.000980216203       6.133e+12
            50        -7.97232546841785      -0.00000000037528        61          5612       +0.001168564864       6.235e+12
