#Efci:-7.9723355824
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -7.96887967205770      -0.01690813309904         3           276       +0.216819889186       3.066e+09
             2        -7.97145019212125      -0.00257052006354         5           460       +0.052309588379       5.111e+09
             3        -7.97171336851541      -0.00026317639416         7           644       +0.044744574293       7.155e+09
             4        -7.97184958715780      -0.00013621864240         8           736       +0.048214221380       8.177e+09
             5        -7.97200673030313      -0.00015714314532         9           828       +0.030735325888       9.199e+09
             6        -7.97207068839978      -0.00006395809666        11          1012       +0.026150745793       1.124e+10
             7        -7.97213431856799      -0.00006363016820        12          1104       +0.025096276115       1.227e+10
             8        -7.97220566819075      -0.00007134962276        13          1196       +0.023660077821       1.329e+10
             9        -7.97226003523337      -0.00005436704262        14          1288       +0.025051522752       1.431e+10
            10        -7.97228349735945      -0.00002346212608        16          1472       +0.019148477680       1.635e+10
            11        -7.97228858170497      -0.00000508434552        17          1564       +0.022301779150       1.738e+10
            12        -7.97229441235956      -0.00000583065459        18          1656       +0.020358428470       1.840e+10
            13        -7.97230075586227      -0.00000634350272        19          1748       +0.018538295484       1.942e+10
            14        -7.97230714146245      -0.00000638560018        20          1840       +0.016786251632       2.044e+10
            15        -7.97231239116797      -0.00000524970552        21          1932       +0.013394568184       2.146e+10
            16        -7.97231638370948      -0.00000399254150        22          2024       +0.011273983499       2.249e+10
            17        -7.97231760426385      -0.00000122055437        23          2116       +0.012767263890       2.351e+10
            18        -7.97231791594179      -0.00000031167794        24          2208       +0.012740711333       2.453e+10
            19        -7.97231809878165      -0.00000018283986        25          2300       +0.011022125976       2.555e+10
            20        -7.97231825195701      -0.00000015317536        26          2392       +0.010539903359       2.657e+10
            21        -7.97231841198715      -0.00000016003014        27          2484       +0.011380854559       2.760e+10
            22        -7.97231857821796      -0.00000016623081        28          2576       +0.012617868192       2.862e+10
            23        -7.97231876152030      -0.00000018330233        29          2668       +0.010550624092       2.964e+10
            24        -7.97231896878587      -0.00000020726557        30          2760       +0.011810997545       3.066e+10
            25        -7.97231918547709      -0.00000021669122        31          2852       +0.010022934074       3.169e+10
            26        -7.97231938897438      -0.00000020349729        32          2944       +0.010335890010       3.271e+10
            27        -7.97231957578933      -0.00000018681495        33          3036       +0.010173211848       3.373e+10
            28        -7.97231974396230      -0.00000016817297        34          3128       +0.010141261816       3.475e+10
            29        -7.97231990205278      -0.00000015809048        35          3220       +0.012383501830       3.577e+10
            30        -7.97232005290275      -0.00000015084997        36          3312       +0.013094036723       3.680e+10
            31        -7.97232019779901      -0.00000014489626        37          3404       +0.010786149222       3.782e+10
            32        -7.97232032533967      -0.00000012754065        38          3496       +0.009167193945       3.884e+10
            33        -7.97232044075437      -0.00000011541470        39          3588       +0.012803347768       3.986e+10
            34        -7.97232054260301      -0.00000010184864        40          3680       +0.011692409138       4.088e+10
            35        -7.97232063311320      -0.00000009051020        41          3772       +0.009508342717       4.191e+10
            36        -7.97232071249980      -0.00000007938660        42          3864       +0.010353830915       4.293e+10
            37        -7.97232078560002      -0.00000007310022        43          3956       +0.009612032865       4.395e+10
            38        -7.97232085473766      -0.00000006913764        44          4048       +0.010573655086       4.497e+10
            39        -7.97232111726650      -0.00000026252884        46          4232       +0.010047865041       4.702e+10
            40        -7.97232122844673      -0.00000011118023        47          4324       +0.011000004875       4.804e+10
            41        -7.97232127479154      -0.00000004634480        48          4416       +0.009956714728       4.906e+10
            42        -7.97232129908438      -0.00000002429284        49          4508       +0.011324239745       5.008e+10
            43        -7.97232131184598      -0.00000001276160        50          4600       +0.009051265617       5.111e+10
            44        -7.97232132199405      -0.00000001014806        51          4692       +0.011963072383       5.213e+10
            45        -7.97232133117683      -0.00000000918278        52          4784       +0.010436008356       5.315e+10
            46        -7.97232134042307      -0.00000000924624        53          4876       +0.011937099748       5.417e+10
            47        -7.97232134985171      -0.00000000942864        54          4968       +0.009586848567       5.519e+10
            48        -7.97232139743366      -0.00000004758195        56          5152       +0.011625875530       5.724e+10
            49        -7.97232163926697      -0.00000024183331        58          5336       +0.009673306152       5.928e+10
            50        -7.97232180227664      -0.00000016300968        59          5428       +0.010301180459       6.030e+10
