#Efci:-7.9723355824
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -7.96895238510028      -0.01698084614162         3           276       +0.215232957687       3.066e+09
             2        -7.97143837383870      -0.00248598873841         5           460       +0.049970890163       5.111e+09
             3        -7.97170865764429      -0.00027028380560         7           644       +0.044354326002       7.155e+09
             4        -7.97186149530578      -0.00015283766149         8           736       +0.045873553537       8.177e+09
             5        -7.97201691166174      -0.00015541635595         9           828       +0.032288463994       9.199e+09
             6        -7.97208082042808      -0.00006390876634        11          1012       +0.024813636898       1.124e+10
             7        -7.97215135999878      -0.00007053957070        12          1104       +0.022710601263       1.227e+10
             8        -7.97221402985538      -0.00006266985660        13          1196       +0.025841389780       1.329e+10
             9        -7.97225599342628      -0.00004196357091        14          1288       +0.023232306962       1.431e+10
            10        -7.97226846911390      -0.00001247568762        15          1380       +0.025365225545       1.533e+10
            11        -7.97228044885662      -0.00001197974272        16          1472       +0.021773487075       1.635e+10
            12        -7.97229091959100      -0.00001047073438        17          1564       +0.020425706299       1.738e+10
            13        -7.97229982103209      -0.00000890144109        18          1656       +0.016283793875       1.840e+10
            14        -7.97230495144791      -0.00000513041582        19          1748       +0.015254955225       1.942e+10
            15        -7.97230702451181      -0.00000207306389        20          1840       +0.014522802740       2.044e+10
            16        -7.97230926426727      -0.00000223975546        21          1932       +0.014264799595       2.146e+10
            17        -7.97231147714356      -0.00000221287629        22          2024       +0.014525388238       2.249e+10
            18        -7.97231294752127      -0.00000147037771        23          2116       +0.011942209828       2.351e+10
            19        -7.97231356506960      -0.00000061754834        24          2208       +0.012522860855       2.453e+10
            20        -7.97231392896555      -0.00000036389595        25          2300       +0.012358900741       2.555e+10
            21        -7.97231420889428      -0.00000027992873        26          2392       +0.012110580777       2.657e+10
            22        -7.97231449192323      -0.00000028302895        27          2484       +0.012299812827       2.760e+10
            23        -7.97231475509461      -0.00000026317138        28          2576       +0.012345071939       2.862e+10
            24        -7.97231502157735      -0.00000026648274        29          2668       +0.013541590277       2.964e+10
            25        -7.97231529569788      -0.00000027412053        30          2760       +0.011956900573       3.066e+10
            26        -7.97231558079719      -0.00000028509931        31          2852       +0.011776394105       3.169e+10
            27        -7.97231585080429      -0.00000027000710        32          2944       +0.012128619862       3.271e+10
            28        -7.97231608246039      -0.00000023165609        33          3036       +0.012798347382       3.373e+10
            29        -7.97231630253420      -0.00000022007382        34          3128       +0.012239905494       3.475e+10
            30        -7.97231652904081      -0.00000022650660        35          3220       +0.013157395977       3.577e+10
            31        -7.97231679313433      -0.00000026409353        36          3312       +0.011498754273       3.680e+10
            32        -7.97231707665669      -0.00000028352235        37          3404       +0.011721683288       3.782e+10
            33        -7.97231738501764      -0.00000030836096        38          3496       +0.012804205383       3.884e+10
            34        -7.97231769318019      -0.00000030816255        39          3588       +0.012840775396       3.986e+10
            35        -7.97231804322123      -0.00000035004103        40          3680       +0.012311660442       4.088e+10
            36        -7.97231838192450      -0.00000033870327        41          3772       +0.012295757406       4.191e+10
            37        -7.97231866784549      -0.00000028592099        42          3864       +0.012952980947       4.293e+10
            38        -7.97231886658236      -0.00000019873687        43          3956       +0.011410725236       4.395e+10
            39        -7.97231898698375      -0.00000012040140        44          4048       +0.011841348946       4.497e+10
            40        -7.97231906008948      -0.00000007310573        45          4140       +0.012505373313       4.600e+10
            41        -7.97231910705040      -0.00000004696092        46          4232       +0.011359183810       4.702e+10
            42        -7.97231925370953      -0.00000014665913        48          4416       +0.012856810708       4.906e+10
            43        -7.97231936724715      -0.00000011353762        49          4508       +0.011123398022       5.008e+10
            44        -7.97231946030677      -0.00000009305962        50          4600       +0.011884880768       5.111e+10
            45        -7.97231953448051      -0.00000007417374        51          4692       +0.011401194378       5.213e+10
            46        -7.97231959180827      -0.00000005732776        52          4784       +0.011590504543       5.315e+10
            47        -7.97231964615145      -0.00000005434318        53          4876       +0.011627489650       5.417e+10
            48        -7.97231970317046      -0.00000005701901        54          4968       +0.011704891708       5.519e+10
            49        -7.97231977026987      -0.00000006709941        55          5060       +0.011288794942       5.622e+10
            50        -7.97231984706921      -0.00000007679934        56          5152       +0.011561964831       5.724e+10
