#Efci:-148.8881375281
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -148.80436868332868      -0.02031258426851         3           162       +1.918101332935       1.024e+10
             2        -148.82709993996593      -0.02273125663726         4           216       +1.491403601045       1.365e+10
             3        -148.84445025738171      -0.01735031741578         5           270       +1.415781467209       1.706e+10
             4        -148.84727470568848      -0.00282444830677         7           378       +1.236524554176       2.388e+10
             5        -148.84864926545100      -0.00137455976252         8           432       +1.304591148364       2.730e+10
             6        -148.84948833226559      -0.00083906681459         9           486       +1.223678977336       3.071e+10
             7        -148.85015739641108      -0.00066906414548        10           540       +1.391418547518       3.412e+10
             8        -148.85070395920962      -0.00054656279855        11           594       +0.982537496727       3.753e+10
             9        -148.85121313394487      -0.00050917473524        12           648       +1.176394238752       4.094e+10
            10        -148.85171527878492      -0.00050214484006        13           702       +1.080546485541       4.436e+10
            11        -148.85348433251090      -0.00176905372598        15           810       +1.143035186802       5.118e+10
            12        -148.85403673308065      -0.00055240056975        16           864       +1.017967603579       5.459e+10
            13        -148.85435717309377      -0.00032044001313        17           918       +1.056402372332       5.800e+10
            14        -148.85461902578609      -0.00026185269232        18           972       +1.078638361557       6.142e+10
            15        -148.85490283489588      -0.00028380910979        19          1026       +1.043568185567       6.483e+10
            16        -148.85601002539252      -0.00110719049664        21          1134       +1.026120262952       7.165e+10
            17        -148.85645851061440      -0.00044848522188        22          1188       +0.894087934293       7.506e+10
            18        -148.85671163551908      -0.00025312490467        23          1242       +1.107261204478       7.848e+10
            19        -148.85693035020438      -0.00021871468530        24          1296       +0.923321282508       8.189e+10
            20        -148.85780110717920      -0.00087075697482        26          1404       +1.114901751468       8.871e+10
            21        -148.85860918767304      -0.00080808049384        27          1458       +1.023957554408       9.213e+10
            22        -148.85947616060173      -0.00086697292869        28          1512       +1.017140476063       9.554e+10
            23        -148.86020360203082      -0.00072744142909        29          1566       +1.106942447381       9.895e+10
            24        -148.86068448382292      -0.00048088179210        30          1620       +0.970798909762       1.024e+11
            25        -148.86107574842697      -0.00039126460405        31          1674       +1.305950678911       1.058e+11
            26        -148.86137276096576      -0.00029701253879        32          1728       +1.025813692239       1.092e+11
            27        -148.86156740653513      -0.00019464556937        33          1782       +1.069302140338       1.126e+11
            28        -148.86179009574704      -0.00022268921191        34          1836       +1.035250246423       1.160e+11
            29        -148.86204737718825      -0.00025728144121        35          1890       +1.050299328095       1.194e+11
            30        -148.86230558864654      -0.00025821145829        36          1944       +0.978779840403       1.228e+11
            31        -148.86248479748272      -0.00017920883619        37          1998       +0.972922094937       1.262e+11
            32        -148.86262262990462      -0.00013783242190        38          2052       +1.012684951442       1.297e+11
            33        -148.86273659999975      -0.00011397009513        40          2160       +1.146363678012       1.365e+11
            34        -148.86275319781058      -0.00001659781083        41          2214       +0.965169551274       1.399e+11
            35        -148.86275570739687      -0.00000250958630        42          2268       +1.023048049114       1.433e+11
            36        -148.86275640228948      -0.00000069489261        43          2322       +0.898393951141       1.467e+11
            37        -148.86275664667494      -0.00000024438546        44          2376       +1.198186149759       1.501e+11
            38        -148.86275680929373      -0.00000016261879        45          2430       +1.015570842213       1.535e+11
            39        -148.86275696165498      -0.00000015236125        46          2484       +1.012148826209       1.570e+11
            40        -148.86275713376162      -0.00000017210664        47          2538       +1.071513416691       1.604e+11
            41        -148.86275737145968      -0.00000023769806        48          2592       +0.972002334926       1.638e+11
            42        -148.86275937278756      -0.00000200132789        50          2700       +0.976357293574       1.706e+11
            43        -148.86277649570275      -0.00001712291518        52          2808       +0.999796870043       1.774e+11
            44        -148.86295667281050      -0.00018017710775        54          2916       +1.141486069457       1.843e+11
            45        -148.86328172135961      -0.00032504854912        55          2970       +0.815871596310       1.877e+11
            46        -148.86412512575544      -0.00084340439582        58          3132       +0.792608723176       1.979e+11
            47        -148.86412554975411      -0.00000042399867        63          3402       +0.872438396649       2.150e+11
            48        -148.86412591374963      -0.00000036399553        64          3456       +0.842652019022       2.184e+11
            49        -148.86412637537239      -0.00000046162276        65          3510       +0.864409408624       2.218e+11
            50        -148.86414262072094      -0.00001624534855        68          3672       +0.869453119916       2.320e+11
