#Efci:-148.8881375281
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -148.83894226603806      -0.05488616697789         3           162       +1.353380324198       1.024e+14
             2        -148.85844118682024      -0.01949892078218         5           270       +0.571086180731       1.706e+14
             3        -148.86304272539644      -0.00460153857620         7           378       +0.369069500545       2.388e+14
             4        -148.86945779043825      -0.00641506504181         8           432       +0.260483902011       2.730e+14
             5        -148.87027000278590      -0.00081221234765        10           540       +0.285144680680       3.412e+14
             6        -148.87136998808535      -0.00109998529945        11           594       +0.249872270265       3.753e+14
             7        -148.87270992762095      -0.00133993953560        12           648       +0.192908719735       4.094e+14
             8        -148.87288255767911      -0.00017263005816        14           756       +0.209735519701       4.777e+14
             9        -148.87318834884371      -0.00030579116461        15           810       +0.181737145530       5.118e+14
            10        -148.87347721885581      -0.00028887001210        16           864       +0.190769800653       5.459e+14
            11        -148.87394470575714      -0.00046748690133        17           918       +0.139596030331       5.800e+14
            12        -148.87414586955006      -0.00020116379292        19          1026       +0.143088343438       6.483e+14
            13        -148.87433243532234      -0.00018656577228        20          1080       +0.168567724752       6.824e+14
            14        -148.87464802880589      -0.00031559348355        21          1134       +0.132700815569       7.165e+14
            15        -148.87467738083114      -0.00002935202525        22          1188       +0.214970414662       7.506e+14
            16        -148.87494820716691      -0.00027082633576        24          1296       +0.194363879598       8.189e+14
            17        -148.87519881874169      -0.00025061157478        25          1350       +0.209664120501       8.530e+14
            18        -148.87561809457617      -0.00041927583447        26          1404       +0.185166076448       8.871e+14
            19        -148.87583560670535      -0.00021751212918        28          1512       +0.192209033494       9.554e+14
            20        -148.87620580543501      -0.00037019872966        29          1566       +0.181141182730       9.895e+14
            21        -148.87654759073467      -0.00034178529967        30          1620       +0.205070764842       1.024e+15
            22        -148.87699077775949      -0.00044318702481        31          1674       +0.207110957424       1.058e+15
            23        -148.87735443623038      -0.00036365847089        32          1728       +0.219316867820       1.092e+15
            24        -148.87772505152424      -0.00037061529386        33          1782       +0.236257582451       1.126e+15
            25        -148.87819273472428      -0.00046768320004        34          1836       +0.199094232271       1.160e+15
            26        -148.87839707988877      -0.00020434516449        36          1944       +0.203674326562       1.228e+15
            27        -148.87866244407533      -0.00026536418656        37          1998       +0.175631764791       1.262e+15
            28        -148.87878598758101      -0.00012354350568        39          2106       +0.169847733059       1.331e+15
            29        -148.87899293503131      -0.00020694745029        40          2160       +0.139704637216       1.365e+15
            30        -148.87906727787833      -0.00007434284703        42          2268       +0.134931600672       1.433e+15
            31        -148.87919262099257      -0.00012534311423        43          2322       +0.113407718262       1.467e+15
            32        -148.87923371706080      -0.00004109606823        45          2430       +0.106002528021       1.535e+15
            33        -148.87930170095598      -0.00006798389518        46          2484       +0.085532430992       1.570e+15
            34        -148.87932399990001      -0.00002229894403        48          2592       +0.082042751160       1.638e+15
            35        -148.87936187779809      -0.00003787789808        49          2646       +0.064440712886       1.672e+15
            36        -148.87937699311342      -0.00001511531534        51          2754       +0.056117177399       1.740e+15
            37        -148.87939571588566      -0.00001872277224        52          2808       +0.043867013457       1.774e+15
            38        -148.87940341258135      -0.00000769669569        54          2916       +0.038714034600       1.843e+15
            39        -148.87941197423984      -0.00000856165849        55          2970       +0.032724174317       1.877e+15
            40        -148.87941774956491      -0.00000577532506        56          3024       +0.026738158929       1.911e+15
            41        -148.87942299193915      -0.00000524237424        57          3078       +0.025900464016       1.945e+15
            42        -148.87942636790399      -0.00000337596484        58          3132       +0.025872382754       1.979e+15
            43        -148.87942921162647      -0.00000284372248        59          3186       +0.021875563034       2.013e+15
            44        -148.87943241225830      -0.00000320063182        60          3240       +0.020691748728       2.047e+15
            45        -148.87943488142054      -0.00000246916224        61          3294       +0.019219411034       2.081e+15
            46        -148.87943636909318      -0.00000148767265        62          3348       +0.018562765250       2.115e+15
            47        -148.87943827193618      -0.00000190284300        63          3402       +0.016858122828       2.150e+15
            48        -148.87943948569884      -0.00000121376266        64          3456       +0.018169606127       2.184e+15
            49        -148.87944048914883      -0.00000100345000        65          3510       +0.017518759247       2.218e+15
            50        -148.87944192017787      -0.00000143102903        66          3564       +0.015005447489       2.252e+15
