#Efci:-148.8881375281
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -148.83899908652867      -0.05494298746851         3           162       +1.347500583822       1.024e+14
             2        -148.85843323919272      -0.01943415266405         5           270       +0.569970051759       1.706e+14
             3        -148.86304180501887      -0.00460856582615         7           378       +0.368795708692       2.388e+14
             4        -148.86948200402603      -0.00644019900716         8           432       +0.247373999202       2.730e+14
             5        -148.87021052327052      -0.00072851924449        10           540       +0.287530991277       3.412e+14
             6        -148.87124938294298      -0.00103885967246        11           594       +0.251130651988       3.753e+14
             7        -148.87261228998170      -0.00136290703873        12           648       +0.186221500284       4.094e+14
             8        -148.87293303706764      -0.00032074708594        14           756       +0.225784982330       4.777e+14
             9        -148.87341889928101      -0.00048586221337        15           810       +0.159841057222       5.118e+14
            10        -148.87365411893501      -0.00023521965400        17           918       +0.153814962339       5.800e+14
            11        -148.87403822522177      -0.00038410628676        18           972       +0.127327215977       6.142e+14
            12        -148.87443517392921      -0.00039694870745        19          1026       +0.141663089792       6.483e+14
            13        -148.87455971452968      -0.00012454060047        21          1134       +0.114745158932       7.165e+14
            14        -148.87477963682102      -0.00021992229134        22          1188       +0.098164048539       7.506e+14
            15        -148.87497157225735      -0.00019193543633        23          1242       +0.136266455503       7.848e+14
            16        -148.87529309116405      -0.00032151890670        24          1296       +0.114953529179       8.189e+14
            17        -148.87540311249523      -0.00011002133118        25          1350       +0.194737479126       8.530e+14
            18        -148.87617702184812      -0.00077390935289        27          1458       +0.204269698318       9.213e+14
            19        -148.87638241338223      -0.00020539153411        28          1512       +0.306346536238       9.554e+14
            20        -148.87673941518335      -0.00035700180112        29          1566       +0.293468529969       9.895e+14
            21        -148.87696211374703      -0.00022269856368        30          1620       +0.312924294752       1.024e+15
            22        -148.87734821434375      -0.00038610059673        31          1674       +0.279952835176       1.058e+15
            23        -148.87781649117852      -0.00046827683477        32          1728       +0.239332668435       1.092e+15
            24        -148.87822285136727      -0.00040636018875        33          1782       +0.229713676423       1.126e+15
            25        -148.87868886592534      -0.00046601455807        34          1836       +0.157106719206       1.160e+15
            26        -148.87881811408167      -0.00012924815633        36          1944       +0.157669317892       1.228e+15
            27        -148.87902207435906      -0.00020396027739        37          1998       +0.129973705146       1.262e+15
            28        -148.87908108876601      -0.00005901440696        39          2106       +0.128686911834       1.331e+15
            29        -148.87918607362263      -0.00010498485662        40          2160       +0.107456193392       1.365e+15
            30        -148.87924856369753      -0.00006249007490        41          2214       +0.103239045912       1.399e+15
            31        -148.87931905002856      -0.00007048633103        42          2268       +0.081736533820       1.433e+15
            32        -148.87934312258983      -0.00002407256127        44          2376       +0.073362455957       1.501e+15
            33        -148.87937228650330      -0.00002916391347        45          2430       +0.065251937793       1.535e+15
            34        -148.87940124439405      -0.00002895789075        46          2484       +0.049001915620       1.570e+15
            35        -148.87941110019025      -0.00000985579621        48          2592       +0.045734659077       1.638e+15
            36        -148.87942548064959      -0.00001438045933        49          2646       +0.039155779845       1.672e+15
            37        -148.87943395288460      -0.00000847223501        50          2700       +0.037507034980       1.706e+15
            38        -148.87944394739412      -0.00000999450953        51          2754       +0.026831835215       1.740e+15
            39        -148.87944754714911      -0.00000359975499        53          2862       +0.023398858812       1.808e+15
            40        -148.87945130786053      -0.00000376071142        54          2916       +0.021441678615       1.843e+15
            41        -148.87945326500582      -0.00000195714529        55          2970       +0.020298662473       1.877e+15
            42        -148.87945528452840      -0.00000201952258        56          3024       +0.018778641875       1.911e+15
            43        -148.87945677834256      -0.00000149381415        57          3078       +0.016207666073       1.945e+15
            44        -148.87945754799870      -0.00000076965614        58          3132       +0.012608193583       1.979e+15
            45        -148.87945786316934      -0.00000031517064        59          3186       +0.013893351366       2.013e+15
            46        -148.87945831526628      -0.00000045209694        60          3240       +0.013383291159       2.047e+15
            47        -148.87945881457867      -0.00000049931239        61          3294       +0.012980787197       2.081e+15
            48        -148.87945928827196      -0.00000047369329        62          3348       +0.011195937593       2.115e+15
            49        -148.87945942470614      -0.00000013643418        63          3402       +0.009590436158       2.150e+15
            50        -148.87945942695083      -0.00000000224469        65          3510       +0.011705184090       2.218e+15
