#Efci:-153.4297174231
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -153.36177433949143      -0.00728885686613         3            78       +0.504027631590       3.828e+02
             2        -153.36366381521648      -0.00188947572505         4           104       +0.545222790970       5.104e+02
             3        -153.36433232915516      -0.00066851393868         5           130       +0.524724463194       6.380e+02
             4        -153.36466150677035      -0.00032917761519         6           156       +0.382749281051       7.655e+02
             5        -153.36488129502177      -0.00021978825143         7           182       +0.495226838626       8.931e+02
             6        -153.36504691663765      -0.00016562161588         8           208       +0.525672638423       1.021e+03
             7        -153.36522316988336      -0.00017625324571         9           234       +0.445755605648       1.148e+03
             8        -153.36617908694961      -0.00095591706625        11           286       +0.463173081276       1.403e+03
             9        -153.36724374425205      -0.00106465730244        12           312       +0.374787567116       1.531e+03
            10        -153.37170435841003      -0.00446061415798        14           364       +0.557742588238       1.786e+03
            11        -153.37271823998097      -0.00101388157094        15           390       +0.444701027796       1.914e+03
            12        -153.37271885624182      -0.00000061626085        18           468       +0.579299970683       2.297e+03
            13        -153.37271898959619      -0.00000013335438        19           494       +0.610630227912       2.424e+03
            14        -153.37271917900196      -0.00000018940577        21           546       +0.566004983289       2.679e+03
            15        -153.37271928119478      -0.00000010219281        22           572       +0.394314599106       2.807e+03
            16        -153.37271934504309      -0.00000006384832        25           650       +0.548115665851       3.190e+03
            17        -153.37271941161379      -0.00000006657069        26           676       +0.610943333073       3.317e+03
            18        -153.37271948224904      -0.00000007063525        27           702       +0.565141364840       3.445e+03
            19        -153.37271985837990      -0.00000037613086        29           754       +0.531920452398       3.700e+03
            20        -153.37272030938354      -0.00000045100364        30           780       +0.527722767950       3.828e+03
            21        -153.37272280948508      -0.00000250010154        34           884       +0.456185014486       4.338e+03
            22        -153.37272600272811      -0.00000319324303        35           910       +0.474197412522       4.466e+03
            23        -153.37273040268371      -0.00000439995560        36           936       +0.428405154610       4.593e+03
            24        -153.37273676144457      -0.00000635876086        37           962       +0.760511840571       4.721e+03
            25        -153.37292615506811      -0.00018939362354        40          1040       +0.513839173435       5.104e+03
            26        -153.37424248661668      -0.00131633154857        42          1092       +0.549150203223       5.359e+03
            27        -153.37558584182287      -0.00134335520619        43          1118       +0.608258711317       5.486e+03
            28        -153.37638715448219      -0.00080131265932        44          1144       +0.419723109894       5.614e+03
            29        -153.37666351979604      -0.00027636531385        45          1170       +0.521813772065       5.742e+03
            30        -153.37674009257151      -0.00007657277547        46          1196       +0.452524164115       5.869e+03
            31        -153.37674343191659      -0.00000333934508        47          1222       +0.582385590655       5.997e+03
            32        -153.37674343191659      +0.00000000000000        64          1664       +0.517116838881       8.166e+03
