#Efci:-153.4297174231
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -153.37481690076302      -0.02033141813772         2            52       +0.152968012482       2.552e+06
             2        -153.38465111566902      -0.00983421490599         3            78       +0.049550009873       3.828e+06
             3        -153.38671620603208      -0.00206509036306         4           104       +0.014708940478       5.104e+06
             4        -153.38681130431814      -0.00009509828607         5           130       +0.007386338457       6.380e+06
             5        -153.38682600306163      -0.00001469874348         6           156       +0.006931707629       7.655e+06
             6        -153.38682814288751      -0.00000213982588         7           182       +0.008162428429       8.931e+06
             7        -153.38682974745129      -0.00000160456378         8           208       +0.007519817882       1.021e+07
             8        -153.38683181730786      -0.00000206985658         9           234       +0.007770104083       1.148e+07
             9        -153.38683445237683      -0.00000263506897        10           260       +0.006703932323       1.276e+07
            10        -153.38683748062374      -0.00000302824691        11           286       +0.005348913377       1.403e+07
            11        -153.38684068050742      -0.00000319988368        12           312       +0.005465730316       1.531e+07
            12        -153.38684186611104      -0.00000118560362        13           338       +0.004773619861       1.659e+07
            13        -153.38684187718036      -0.00000001106932        15           390       +0.005431854142       1.914e+07
            14        -153.38684187942908      -0.00000000224873        16           416       +0.006247296120       2.041e+07
            15        -153.38684188093876      -0.00000000150968        17           442       +0.004984511437       2.169e+07
            16        -153.38684188842831      -0.00000000748955        19           494       +0.004719120123       2.424e+07
            17        -153.38684189673066      -0.00000000830235        20           520       +0.004803165284       2.552e+07
            18        -153.38684190686777      -0.00000001013711        21           546       +0.004785347317       2.679e+07
            19        -153.38684192148673      -0.00000001461896        22           572       +0.005589848065       2.807e+07
            20        -153.38684194588171      -0.00000002439498        23           598       +0.005964098558       2.935e+07
            21        -153.38684198781036      -0.00000004192864        24           624       +0.005211368112       3.062e+07
            22        -153.38684205378667      -0.00000006597631        25           650       +0.005387000924       3.190e+07
            23        -153.38684249561237      -0.00000044182570        27           702       +0.004597570182       3.445e+07
            24        -153.38684293326642      -0.00000043765405        28           728       +0.005201798417       3.573e+07
            25        -153.38684311295708      -0.00000017969066        29           754       +0.006928067876       3.700e+07
            26        -153.38684315014902      -0.00000003719194        30           780       +0.004841838768       3.828e+07
            27        -153.38684315614782      -0.00000000599880        31           806       +0.004471054584       3.955e+07
            28        -153.38684315903808      -0.00000000289026        32           832       +0.005065760206       4.083e+07
            29        -153.38684315988942      -0.00000000085134        34           884       +0.006454629202       4.338e+07
            30        -153.38684316042537      -0.00000000053595        35           910       +0.003885734406       4.466e+07
            31        -153.38684316086449      -0.00000000043912        36           936       +0.004485054000       4.593e+07
            32        -153.38684316239068      -0.00000000152619        38           988       +0.004077257262       4.848e+07
            33        -153.38684316636710      -0.00000000397642        40          1040       +0.004762313903       5.104e+07
            34        -153.38684316754447      -0.00000000117737        42          1092       +0.005901048526       5.359e+07
            35        -153.38684316831171      -0.00000000076724        43          1118       +0.006025588627       5.486e+07
            36        -153.38684316919040      -0.00000000087869        44          1144       +0.004786945647       5.614e+07
            37        -153.38684317033935      -0.00000000114895        48          1248       +0.006071810727       6.124e+07
            38        -153.38684318066288      -0.00000001032353        50          1300       +0.004590053075       6.380e+07
            39        -153.38684319922803      -0.00000001856515        51          1326       +0.005209158139       6.507e+07
            40        -153.38684328404628      -0.00000008481825        53          1378       +0.005098954506       6.762e+07
            41        -153.38684330467393      -0.00000002062765        57          1482       +0.004777250877       7.273e+07
            42        -153.38684331068671      -0.00000000601278        58          1508       +0.004645953364       7.400e+07
            43        -153.38684331281709      -0.00000000213038        60          1560       +0.005919555589       7.655e+07
            44        -153.38684331389305      -0.00000000107596        61          1586       +0.004862536182       7.783e+07
            45        -153.38684331440842      -0.00000000051537        62          1612       +0.005180070640       7.911e+07
            46        -153.38684331469551      -0.00000000028709        63          1638       +0.005703172566       8.038e+07
            47        -153.38684331488034      -0.00000000018483        64          1664       +0.005296442885       8.166e+07
            48        -153.38684331557442      -0.00000000069409        66          1716       +0.005524515437       8.421e+07
            49        -153.38684331633863      -0.00000000076420        67          1742       +0.003796976504       8.549e+07
            50        -153.38684331727012      -0.00000000093149        68          1768       +0.005017427010       8.676e+07
