#Efci:-153.4297174231
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -153.37506698409291      -0.02058150146760         2            52       +0.150215256371       2.552e+08
             2        -153.38471922728141      -0.00965224318850         3            78       +0.050622532808       3.828e+08
             3        -153.38672058941830      -0.00200136213689         4           104       +0.015894434379       5.104e+08
             4        -153.38682548341811      -0.00010489399980         5           130       +0.004762251214       6.380e+08
             5        -153.38684309235873      -0.00001760894062         6           156       +0.001757534871       7.655e+08
             6        -153.38684390725106      -0.00000081489233         7           182       +0.001048302292       8.931e+08
             7        -153.38684409443806      -0.00000018718700         8           208       +0.000724048366       1.021e+09
             8        -153.38684411202780      -0.00000001758974        10           260       +0.000803972096       1.276e+09
             9        -153.38684412009781      -0.00000000807000        11           286       +0.000820310589       1.403e+09
            10        -153.38684412449689      -0.00000000439908        12           312       +0.000687578457       1.531e+09
            11        -153.38684412873610      -0.00000000423921        13           338       +0.000773463929       1.659e+09
            12        -153.38684413370245      -0.00000000496635        14           364       +0.000668659825       1.786e+09
            13        -153.38684413920009      -0.00000000549764        15           390       +0.000606674722       1.914e+09
            14        -153.38684414623444      -0.00000000703434        16           416       +0.000653159920       2.041e+09
            15        -153.38684415447287      -0.00000000823843        17           442       +0.000539766609       2.169e+09
            16        -153.38684416438016      -0.00000000990730        18           468       +0.000602444641       2.297e+09
            17        -153.38684417877684      -0.00000001439668        20           520       +0.000502253119       2.552e+09
            18        -153.38684417941155      -0.00000000063471        22           572       +0.000548725203       2.807e+09
            19        -153.38684417995839      -0.00000000054683        23           598       +0.000576488468       2.935e+09
            20        -153.38684418044906      -0.00000000049067        24           624       +0.000619711269       3.062e+09
            21        -153.38684418087320      -0.00000000042414        25           650       +0.000491425111       3.190e+09
            22        -153.38684418292772      -0.00000000205452        27           702       +0.000590602630       3.445e+09
            23        -153.38684418474040      -0.00000000181268        28           728       +0.000596076562       3.573e+09
            24        -153.38684418627645      -0.00000000153605        29           754       +0.000631631464       3.700e+09
            25        -153.38684418756017      -0.00000000128372        30           780       +0.000515408792       3.828e+09
            26        -153.38684418857613      -0.00000000101596        31           806       +0.000441337981       3.955e+09
            27        -153.38684418934227      -0.00000000076614        32           832       +0.000402660032       4.083e+09
            28        -153.38684418986088      -0.00000000051861        33           858       +0.000637554424       4.210e+09
            29        -153.38684419017477      -0.00000000031389        34           884       +0.000672479205       4.338e+09
            30        -153.38684419050438      -0.00000000032961        35           910       +0.000583804208       4.466e+09
            31        -153.38684419086837      -0.00000000036400        36           936       +0.000671972767       4.593e+09
            32        -153.38684419426468      -0.00000000339631        39          1014       +0.000632117578       4.976e+09
            33        -153.38684419426474      -0.00000000000006        54          1404       +0.000552732457       6.890e+09
            34        -153.38684419426474      +0.00000000000000        60          1560       +0.000467382189       7.655e+09
