#Efci:-153.4297174231
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -153.37504975696609      -0.02056427434079         2            52       +0.150341282336       2.552e+08
             2        -153.38471144024123      -0.00966168327514         3            78       +0.050948559740       3.828e+08
             3        -153.38671736908961      -0.00200592884838         4           104       +0.016274201143       5.104e+08
             4        -153.38682580368609      -0.00010843459648         5           130       +0.004388403819       6.380e+08
             5        -153.38684272120500      -0.00001691751891         6           156       +0.001300098193       7.655e+08
             6        -153.38684394641169      -0.00000122520669         7           182       +0.000932863198       8.931e+08
             7        -153.38684410342768      -0.00000015701599         9           234       +0.000618622757       1.148e+09
             8        -153.38684413400085      -0.00000003057318        11           286       +0.000666071476       1.403e+09
             9        -153.38684415105647      -0.00000001705561        12           312       +0.000734336323       1.531e+09
            10        -153.38684416304716      -0.00000001199069        13           338       +0.000605426612       1.659e+09
            11        -153.38684417110659      -0.00000000805943        14           364       +0.000510862993       1.786e+09
            12        -153.38684417562311      -0.00000000451652        15           390       +0.000624830443       1.914e+09
            13        -153.38684417837794      -0.00000000275483        16           416       +0.000577771883       2.041e+09
            14        -153.38684418571816      -0.00000000734022        19           494       +0.000572072714       2.424e+09
            15        -153.38684418571816      +0.00000000000000        30           780       +0.000496370231       3.828e+09
