#Efci:-154.4194058179
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -154.41664615840219      -0.01978901029156         3            45       +0.091022372993       7.624e+09
             2        -154.41837543114792      -0.00172927274573         4            60       +0.060515617485       1.017e+10
             3        -154.41936775463634      -0.00099232348842         5            75       +0.012197451956       1.271e+10
             4        -154.41938150802505      -0.00001375338871         6            90       +0.009512510274       1.525e+10
             5        -154.41940120528105      -0.00001969725599         7           105       +0.003977717473       1.779e+10
             6        -154.41940396807101      -0.00000276278996         8           120       +0.002608125377       2.033e+10
             7        -154.41940569337049      -0.00000172529948         9           135       +0.000817511859       2.287e+10
             8        -154.41940578551842      -0.00000009214793        11           165       +0.000641504100       2.796e+10
             9        -154.41940579170677      -0.00000000618834        13           195       +0.000394790960       3.304e+10
            10        -154.41940579678425      -0.00000000507748        14           210       +0.000339997326       3.558e+10
            11        -154.41940580083241      -0.00000000404816        15           225       +0.000299957444       3.812e+10
            12        -154.41940580245316      -0.00000000162075        16           240       +0.000397335300       4.066e+10
            13        -154.41940580302293      -0.00000000056977        17           255       +0.000456304150       4.320e+10
            14        -154.41940580314358      -0.00000000012065        18           270       +0.000428077430       4.574e+10
            15        -154.41940580366548      -0.00000000052191        20           300       +0.000448032048       5.083e+10
            16        -154.41940580396306      -0.00000000029758        22           330       +0.000469438948       5.591e+10
            17        -154.41940580426021      -0.00000000029715        23           345       +0.000464519955       5.845e+10
            18        -154.41940580464851      -0.00000000038830        24           360       +0.000291777041       6.099e+10
            19        -154.41940580678471      -0.00000000213620        26           390       +0.000442584863       6.608e+10
            20        -154.41940580769429      -0.00000000090958        27           405       +0.000450123761       6.862e+10
            21        -154.41940580789873      -0.00000000020444        28           420       +0.000397268071       7.116e+10
            22        -154.41940580814122      -0.00000000024249        29           435       +0.000415401932       7.370e+10
            23        -154.41940580942281      -0.00000000128159        31           465       +0.000545418505       7.878e+10
            24        -154.41940580981392      -0.00000000039111        33           495       +0.000288795609       8.387e+10
            25        -154.41940581021674      -0.00000000040282        35           525       +0.000375706719       8.895e+10
