#Efci:-154.4194058179
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -154.41666651938257      -0.01980937127195         3            45       +0.089365024468       7.624e+07
             2        -154.41843363295186      -0.00176711356929         4            60       +0.059730770627       1.017e+08
             3        -154.41936639479141      -0.00093276183955         5            75       +0.013441004365       1.271e+08
             4        -154.41937823675698      -0.00001184196557         6            90       +0.009368510261       1.525e+08
             5        -154.41939609350220      -0.00001785674522         7           105       +0.006748508548       1.779e+08
             6        -154.41939850159537      -0.00000240809317         8           120       +0.005955644716       2.033e+08
             7        -154.41939999050572      -0.00000148891036         9           135       +0.006111251118       2.287e+08
             8        -154.41940151766443      -0.00000152715870        10           150       +0.005898364192       2.541e+08
             9        -154.41940292073915      -0.00000140307472        11           165       +0.004448353585       2.796e+08
            10        -154.41940383050797      -0.00000090976883        12           180       +0.004246537208       3.050e+08
            11        -154.41940391927261      -0.00000008876464        13           195       +0.005354400905       3.304e+08
            12        -154.41940391927261      +0.00000000000000        24           360       +0.005223920243       6.099e+08
