#Efci:-154.4194058179
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -154.40923040043003      -0.01237325231941         3            45       +0.506941394096       7.624e+03
             2        -154.40939710011637      -0.00016669968633         5            75       +0.198146723058       1.271e+04
             3        -154.40956267204459      -0.00016557192822         6            90       +0.459629981846       1.525e+04
             4        -154.40976514209743      -0.00020247005284         7           105       +0.608724092870       1.779e+04
             5        -154.41004033485049      -0.00027519275307         8           120       +0.359593477796       2.033e+04
             6        -154.41192850597997      -0.00188817112948        10           150       +0.421535728239       2.541e+04
             7        -154.41373500426266      -0.00180649828269        11           165       +0.370494821680       2.796e+04
             8        -154.41451975744425      -0.00078475318159        14           210       +0.328644034574       3.558e+04
             9        -154.41458610894813      -0.00006635150388        15           225       +0.427257007496       3.812e+04
            10        -154.41459071953855      -0.00000461059042        18           270       +0.290085622488       4.574e+04
            11        -154.41459191063524      -0.00000119109669        19           285       +0.424940886488       4.829e+04
            12        -154.41459250576173      -0.00000059512649        20           300       +0.404348067696       5.083e+04
            13        -154.41459420304108      -0.00000169727934        22           330       +0.324799673329       5.591e+04
            14        -154.41459446069243      -0.00000025765135        23           345       +0.414478103364       5.845e+04
            15        -154.41459448109140      -0.00000002039897        24           360       +0.307360003944       6.099e+04
            16        -154.41459455594068      -0.00000007484928        26           390       +0.372946086876       6.608e+04
            17        -154.41459461194441      -0.00000005600373        32           480       +0.372094522892       8.132e+04
            18        -154.41459465497971      -0.00000004303530        33           495       +0.438635599247       8.387e+04
            19        -154.41460455539212      -0.00000990041241        38           570       +0.428829327867       9.657e+04
            20        -154.41461071775274      -0.00000616236062        39           585       +0.515580439684       9.911e+04
            21        -154.41466986030804      -0.00005914255530        42           630       +0.402229312738       1.067e+05
            22        -154.41467180467473      -0.00000194436669        44           660       +0.316117277104       1.118e+05
