#Efci:-154.4194058179
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -154.41657963515530      -0.01972248704467         3            45       +0.094556813103       7.624e+07
             2        -154.41819406003574      -0.00161442488044         4            60       +0.063014836967       1.017e+08
             3        -154.41937061354309      -0.00117655350735         5            75       +0.012434105303       1.271e+08
             4        -154.41940362939008      -0.00003301584698         7           105       +0.005215318001       1.779e+08
             5        -154.41940468356739      -0.00000105417732         9           135       +0.003983456731       2.287e+08
             6        -154.41940468808616      -0.00000000451877        11           165       +0.004058207500       2.796e+08
             7        -154.41940468863658      -0.00000000055041        12           180       +0.003780221959       3.050e+08
             8        -154.41940468893682      -0.00000000030025        13           195       +0.003772227078       3.304e+08
             9        -154.41940468926396      -0.00000000032713        14           210       +0.003543784910       3.558e+08
            10        -154.41940468967164      -0.00000000040768        15           225       +0.004076325764       3.812e+08
            11        -154.41940469026417      -0.00000000059254        16           240       +0.002391763271       4.066e+08
            12        -154.41940469135400      -0.00000000108983        17           255       +0.003808027517       4.320e+08
            13        -154.41940484087351      -0.00000014951951        21           315       +0.004469233388       5.337e+08
            14        -154.41940501071298      -0.00000016983947        22           330       +0.002706579387       5.591e+08
            15        -154.41940511557283      -0.00000010485985        23           345       +0.003844514129       5.845e+08
            16        -154.41940514061426      -0.00000002504143        24           360       +0.004412274023       6.099e+08
            17        -154.41940514316278      -0.00000000254852        28           420       +0.004305992911       7.116e+08
            18        -154.41940514316283      -0.00000000000006        44           660       +0.004031859856       1.118e+09
