#Efci:-154.4194058179
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -154.41664417270758      -0.01978702459695         3            45       +0.090999858731       7.624e+13
             2        -154.41837934674271      -0.00173517403513         4            60       +0.060385928935       1.017e+14
             3        -154.41936896622707      -0.00098961948436         5            75       +0.011754587368       1.271e+14
             4        -154.41938443610513      -0.00001546987806         6            90       +0.009139481947       1.525e+14
             5        -154.41940383726791      -0.00001940116277         7           105       +0.002567516632       1.779e+14
             6        -154.41940525119816      -0.00000141393025         8           120       +0.001446621653       2.033e+14
             7        -154.41940576590926      -0.00000051471110         9           135       +0.000502830564       2.287e+14
             8        -154.41940578853698      -0.00000002262772        10           150       +0.000346544621       2.541e+14
             9        -154.41940581623055      -0.00000002769357        11           165       +0.000085588045       2.796e+14
            10        -154.41940581786838      -0.00000000163783        12           180       +0.000012418514       3.050e+14
            11        -154.41940581789910      -0.00000000003072        13           195       +0.000006375220       3.304e+14
            12        -154.41940581790101      -0.00000000000190        14           210       +0.000004276179       3.558e+14
            13        -154.41940581790104      -0.00000000000003        16           240       +0.000006805083       4.066e+14
            14        -154.41940581790104      +0.00000000000000        20           300       +0.000006262595       5.083e+14
