#Efci:-38.8089954648
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -38.77940907331981      -0.04139863516512         3           612       +0.976513762183       4.511e+16
             2        -38.79664526526775      -0.01723619194794         5          1020       +0.402999519939       7.519e+16
             3        -38.80054189408841      -0.00389662882066         7          1428       +0.164782548375       1.053e+17
             4        -38.80301777038332      -0.00247587629491         8          1632       +0.441731315589       1.203e+17
             5        -38.80509823863818      -0.00208046825486         9          1836       +0.156773896081       1.353e+17
             6        -38.80569845903776      -0.00060022039958        11          2244       +0.127476128019       1.654e+17
             7        -38.80668933408142      -0.00099087504366        12          2448       +0.104394272317       1.804e+17
             8        -38.80708326000813      -0.00039392592671        14          2856       +0.145046249872       2.105e+17
             9        -38.80759120737203      -0.00050794736390        15          3060       +0.128916833492       2.256e+17
            10        -38.80824119694346      -0.00064998957144        16          3264       +0.067408389669       2.406e+17
            11        -38.80842517066997      -0.00018397372651        18          3672       +0.067751522347       2.707e+17
            12        -38.80849761914442      -0.00007244847445        19          3876       +0.073535743498       2.857e+17
            13        -38.80852314458792      -0.00002552544350        21          4284       +0.043947922621       3.158e+17
            14        -38.80856436042845      -0.00004121584053        22          4488       +0.036124627753       3.308e+17
            15        -38.80858103148332      -0.00001667105487        24          4896       +0.036764013791       3.609e+17
            16        -38.80858937626331      -0.00000834477999        26          5304       +0.031832422369       3.910e+17
            17        -38.80860320527140      -0.00001382900809        27          5508       +0.024144358006       4.060e+17
            18        -38.80860649324184      -0.00000328797044        29          5916       +0.023778092880       4.361e+17
            19        -38.80861083295894      -0.00000433971710        30          6120       +0.019554005336       4.511e+17
            20        -38.80861681124992      -0.00000597829098        31          6324       +0.011560501314       4.662e+17
            21        -38.80861813793892      -0.00000132668900        33          6732       +0.010222298728       4.962e+17
            22        -38.80861950152318      -0.00000136358425        34          6936       +0.007071884471       5.113e+17
            23        -38.80861970931605      -0.00000020779287        35          7140       +0.005335034577       5.263e+17
            24        -38.80862003461405      -0.00000032529800        36          7344       +0.004288743409       5.413e+17
            25        -38.80862037296129      -0.00000033834723        37          7548       +0.002876221756       5.564e+17
            26        -38.80862040072094      -0.00000002775965        39          7956       +0.002665429329       5.865e+17
            27        -38.80862044696195      -0.00000004624101        40          8160       +0.002274752060       6.015e+17
            28        -38.80862050021289      -0.00000005325094        41          8364       +0.001679953980       6.165e+17
            29        -38.80862051465711      -0.00000001444422        43          8772       +0.001505534613       6.466e+17
            30        -38.80862053170964      -0.00000001705254        44          8976       +0.001165434303       6.616e+17
            31        -38.80862054976243      -0.00000001805279        45          9180       +0.000638142213       6.767e+17
            32        -38.80862055336102      -0.00000000359859        47          9588       +0.000559382811       7.068e+17
            33        -38.80862055767884      -0.00000000431783        48          9792       +0.000451739383       7.218e+17
            34        -38.80862056140692      -0.00000000372808        49          9996       +0.000350744334       7.368e+17
            35        -38.80862056249512      -0.00000000108820        51         10404       +0.000310332232       7.669e+17
            36        -38.80862056293814      -0.00000000044302        52         10608       +0.000287501481       7.819e+17
            37        -38.80862056328586      -0.00000000034773        53         10812       +0.000286998218       7.970e+17
            38        -38.80862056364307      -0.00000000035720        54         11016       +0.000269705108       8.120e+17
            39        -38.80862056405813      -0.00000000041506        55         11220       +0.000267312996       8.271e+17
            40        -38.80862056439650      -0.00000000033837        56         11424       +0.000236517408       8.421e+17
            41        -38.80862056462082      -0.00000000022432        57         11628       +0.000251128065       8.571e+17
            42        -38.80862056474231      -0.00000000012149        58         11832       +0.000247435938       8.722e+17
            43        -38.80862056481908      -0.00000000007677        59         12036       +0.000261062292       8.872e+17
            44        -38.80862056487049      -0.00000000005141        60         12240       +0.000248766838       9.022e+17
            45        -38.80862056491771      -0.00000000004722        61         12444       +0.000242625660       9.173e+17
            46        -38.80862056496518      -0.00000000004747        62         12648       +0.000242356928       9.323e+17
            47        -38.80862056501500      -0.00000000004982        63         12852       +0.000232849823       9.473e+17
            48        -38.80862056507062      -0.00000000005561        64         13056       +0.000221285365       9.624e+17
            49        -38.80862056513205      -0.00000000006143        65         13260       +0.000237425093       9.774e+17
            50        -38.80862056519985      -0.00000000006780        66         13464       +0.000231239746       9.925e+17
