#Efci:-38.8089954648
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -38.77940874841117      -0.04139831025648         3           612       +0.976540862751       4.511e+16
             2        -38.79664591352886      -0.01723716511769         5          1020       +0.402971821489       7.519e+16
             3        -38.80054220987234      -0.00389629634348         7          1428       +0.164746766987       1.053e+17
             4        -38.80301421595706      -0.00247200608472         8          1632       +0.442107849721       1.203e+17
             5        -38.80509774756641      -0.00208353160936         9          1836       +0.157077928834       1.353e+17
             6        -38.80569793473447      -0.00060018716805        11          2244       +0.127948048035       1.654e+17
             7        -38.80668859397455      -0.00099065924008        12          2448       +0.104827219305       1.804e+17
             8        -38.80708360297027      -0.00039500899572        14          2856       +0.145324602815       2.105e+17
             9        -38.80759098524935      -0.00050738227908        15          3060       +0.129209363145       2.256e+17
            10        -38.80824126522022      -0.00065027997087        16          3264       +0.067273946418       2.406e+17
            11        -38.80842593111448      -0.00018466589427        18          3672       +0.067538122385       2.707e+17
            12        -38.80849957105826      -0.00007363994377        19          3876       +0.071414278870       2.857e+17
            13        -38.80852385621008      -0.00002428515182        21          4284       +0.043181431368       3.158e+17
            14        -38.80856333802906      -0.00003948181898        22          4488       +0.035925391039       3.308e+17
            15        -38.80858084471238      -0.00001750668332        24          4896       +0.036915982946       3.609e+17
            16        -38.80858933162985      -0.00000848691747        26          5304       +0.032122984327       3.910e+17
            17        -38.80860331464815      -0.00001398301830        27          5508       +0.024338940512       4.060e+17
            18        -38.80860692856083      -0.00000361391267        29          5916       +0.023736936101       4.361e+17
            19        -38.80861139286965      -0.00000446430882        30          6120       +0.019272404591       4.511e+17
            20        -38.80861730841533      -0.00000591554568        31          6324       +0.010697217290       4.662e+17
            21        -38.80861790509096      -0.00000059667563        33          6732       +0.010406793509       4.962e+17
            22        -38.80861888516400      -0.00000098007304        34          6936       +0.008183838961       5.113e+17
            23        -38.80861978176907      -0.00000089660507        35          7140       +0.006263058515       5.263e+17
            24        -38.80862007228121      -0.00000029051214        37          7548       +0.005140146694       5.564e+17
            25        -38.80862037453416      -0.00000030225296        38          7752       +0.002956793903       5.714e+17
            26        -38.80862050614053      -0.00000013160636        40          8160       +0.000937866703       6.015e+17
            27        -38.80862053419449      -0.00000002805396        42          8568       +0.000935940560       6.316e+17
            28        -38.80862055864481      -0.00000002445032        43          8772       +0.000500262551       6.466e+17
            29        -38.80862056124997      -0.00000000260516        45          9180       +0.000302330924       6.767e+17
            30        -38.80862056166061      -0.00000000041064        46          9384       +0.000374930315       6.917e+17
            31        -38.80862056214764      -0.00000000048703        47          9588       +0.000366656869       7.068e+17
            32        -38.80862056289025      -0.00000000074262        48          9792       +0.000348502133       7.218e+17
            33        -38.80862056380282      -0.00000000091256        49          9996       +0.000315919851       7.368e+17
            34        -38.80862056467014      -0.00000000086732        50         10200       +0.000287171167       7.519e+17
            35        -38.80862056516212      -0.00000000049199        51         10404       +0.000265372179       7.669e+17
            36        -38.80862056551793      -0.00000000035581        52         10608       +0.000252144882       7.819e+17
            37        -38.80862056577005      -0.00000000025211        53         10812       +0.000228402150       7.970e+17
            38        -38.80862056593227      -0.00000000016222        54         11016       +0.000196193644       8.120e+17
            39        -38.80862056604106      -0.00000000010878        55         11220       +0.000213121842       8.271e+17
            40        -38.80862056613272      -0.00000000009167        56         11424       +0.000173225215       8.421e+17
            41        -38.80862056621545      -0.00000000008273        57         11628       +0.000184615743       8.571e+17
            42        -38.80862056628266      -0.00000000006720        58         11832       +0.000172565691       8.722e+17
            43        -38.80862056633287      -0.00000000005021        59         12036       +0.000190507351       8.872e+17
            44        -38.80862056637720      -0.00000000004433        60         12240       +0.000163417397       9.022e+17
            45        -38.80862056641917      -0.00000000004197        61         12444       +0.000173691285       9.173e+17
            46        -38.80862056645486      -0.00000000003569        62         12648       +0.000166452948       9.323e+17
            47        -38.80862056648421      -0.00000000002935        63         12852       +0.000178452112       9.473e+17
            48        -38.80862056650950      -0.00000000002529        64         13056       +0.000160577534       9.624e+17
            49        -38.80862056653676      -0.00000000002726        65         13260       +0.000164482987       9.774e+17
            50        -38.80862056656588      -0.00000000002912        66         13464       +0.000176364332       9.925e+17
