#Efci:-38.8089954648
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -38.74091291196105      -0.00290247380636         4           816       +1.543300053725       6.015e+08
             2        -38.74199107366168      -0.00107816170063         5          1020       +1.550827475793       7.519e+08
             3        -38.74267005592942      -0.00067898226774         6          1224       +1.567805584685       9.022e+08
             4        -38.74321178304835      -0.00054172711894         7          1428       +1.584722619776       1.053e+09
             5        -38.74374602360724      -0.00053424055888         8          1632       +1.565475946439       1.203e+09
             6        -38.74436426206805      -0.00061823846081         9          1836       +1.574691550124       1.353e+09
             7        -38.74512226036170      -0.00075799829365        10          2040       +1.591988704986       1.504e+09
             8        -38.74606212741701      -0.00093986705531        11          2244       +1.566592224264       1.654e+09
             9        -38.74727014017769      -0.00120801276069        12          2448       +1.653348826525       1.804e+09
            10        -38.74885498491789      -0.00158484474020        13          2652       +1.459053545541       1.955e+09
            11        -38.75098485058590      -0.00212986566801        14          2856       +1.645800474490       2.105e+09
            12        -38.75370846095041      -0.00272361036451        15          3060       +1.540091870323       2.256e+09
            13        -38.75697797250654      -0.00326951155613        16          3264       +1.650380497101       2.406e+09
            14        -38.76055585312887      -0.00357788062233        17          3468       +1.578395945279       2.556e+09
            15        -38.76437752652816      -0.00382167339929        18          3672       +1.638529225332       2.707e+09
            16        -38.76792290174962      -0.00354537522146        19          3876       +1.542465677700       2.857e+09
            17        -38.77106404823040      -0.00314114648078        20          4080       +1.513638537093       3.007e+09
            18        -38.77347764054213      -0.00241359231173        21          4284       +1.500223169169       3.158e+09
            19        -38.77525584618479      -0.00177820564266        22          4488       +1.495977491631       3.308e+09
            20        -38.77664050937849      -0.00138466319370        23          4692       +1.441754526250       3.459e+09
            21        -38.77773115987939      -0.00109065050091        24          4896       +1.548316095255       3.609e+09
            22        -38.77863632186595      -0.00090516198656        25          5100       +1.553253266742       3.759e+09
            23        -38.77942877866607      -0.00079245680012        26          5304       +1.580384749881       3.910e+09
            24        -38.78015633477671      -0.00072755611064        27          5508       +1.602871511245       4.060e+09
            25        -38.78084131895082      -0.00068498417411        28          5712       +1.552187607419       4.210e+09
            26        -38.78152370072213      -0.00068238177131        29          5916       +1.598710820731       4.361e+09
            27        -38.78221993137032      -0.00069623064819        30          6120       +1.426340737881       4.511e+09
            28        -38.78289005996647      -0.00067012859615        31          6324       +1.642979200480       4.662e+09
            29        -38.78355935433328      -0.00066929436682        32          6528       +1.559177243172       4.812e+09
            30        -38.78423494064140      -0.00067558630812        33          6732       +1.562621187734       4.962e+09
            31        -38.78486828195137      -0.00063334130996        34          6936       +1.466817632724       5.113e+09
            32        -38.78542859582869      -0.00056031387732        35          7140       +1.534499940501       5.263e+09
            33        -38.78590712642974      -0.00047853060105        36          7344       +1.446704571583       5.413e+09
            34        -38.78630204181582      -0.00039491538607        37          7548       +1.426901318397       5.564e+09
            35        -38.78664119169770      -0.00033914988188        38          7752       +1.564734280578       5.714e+09
            36        -38.78694081695589      -0.00029962525819        39          7956       +1.546936660238       5.865e+09
            37        -38.78721212876485      -0.00027131180896        40          8160       +1.430472187776       6.015e+09
            38        -38.78746000276706      -0.00024787400221        41          8364       +1.588302573818       6.165e+09
            39        -38.78768444510055      -0.00022444233350        42          8568       +1.457929801724       6.316e+09
            40        -38.78789726026988      -0.00021281516933        43          8772       +1.541967837364       6.466e+09
            41        -38.78809764206665      -0.00020038179677        44          8976       +1.408607914235       6.616e+09
            42        -38.78899851686484      -0.00090087479819        46          9384       +1.464569317227       6.917e+09
            43        -38.78970025054704      -0.00070173368220        47          9588       +1.448554279056       7.068e+09
            44        -38.79016424160971      -0.00046399106267        48          9792       +1.586369699376       7.218e+09
            45        -38.79045292229092      -0.00028868068122        49          9996       +1.486729877284       7.368e+09
            46        -38.79065150710785      -0.00019858481693        50         10200       +1.398721908622       7.519e+09
            47        -38.79080206926891      -0.00015056216105        51         10404       +1.399853884364       7.669e+09
            48        -38.79092285268939      -0.00012078342048        52         10608       +1.416479849511       7.819e+09
            49        -38.79102748928824      -0.00010463659885        53         10812       +1.596245376095       7.970e+09
            50        -38.79112722426493      -0.00009973497669        54         11016       +1.658000635750       8.120e+09
