#Efci:-75.5993068080
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -75.58268518966787      -0.02448270192713         3            96       +1.066292645697       1.102e+13
             2        -75.59446213714392      -0.01177694747605         5           160       +0.372504238408       1.837e+13
             3        -75.59619569861761      -0.00173356147369         7           224       +0.148110229560       2.572e+13
             4        -75.59835183580263      -0.00215613718503         8           256       +0.105002824700       2.939e+13
             5        -75.59853449093175      -0.00018265512912        10           320       +0.097201601126       3.674e+13
             6        -75.59857051114432      -0.00003602021256        11           352       +0.157884562386       4.041e+13
             7        -75.59863550624786      -0.00006499510354        12           384       +0.149212162061       4.408e+13
             8        -75.59871682397606      -0.00008131772820        13           416       +0.138274831048       4.776e+13
             9        -75.59882041913819      -0.00010359516213        14           448       +0.112898888942       5.143e+13
            10        -75.59883875324955      -0.00001833411136        16           512       +0.102491618169       5.878e+13
            11        -75.59887022761647      -0.00003147436692        17           544       +0.091784882066       6.245e+13
            12        -75.59891671645492      -0.00004648883845        18           576       +0.076428927015       6.613e+13
            13        -75.59892228251785      -0.00000556606292        19           608       +0.077980375670       6.980e+13
            14        -75.59893194489233      -0.00000966237448        20           640       +0.073536478363       7.347e+13
            15        -75.59894609137268      -0.00001414648035        21           672       +0.064678834445       7.715e+13
            16        -75.59896348920574      -0.00001739783306        22           704       +0.053178950029       8.082e+13
            17        -75.59896886841861      -0.00000537921287        23           736       +0.052082406930       8.449e+13
            18        -75.59897761063424      -0.00000874221563        24           768       +0.046082135101       8.817e+13
            19        -75.59898940868672      -0.00001179805248        25           800       +0.036979607494       9.184e+13
            20        -75.59899855527716      -0.00000914659044        26           832       +0.032363320788       9.552e+13
            21        -75.59900382980803      -0.00000527453086        27           864       +0.029980075893       9.919e+13
            22        -75.59901155445522      -0.00000772464719        28           896       +0.025659336860       1.029e+14
            23        -75.59901628244174      -0.00000472798652        29           928       +0.021851556858       1.065e+14
            24        -75.59902048993573      -0.00000420749399        30           960       +0.019158260173       1.102e+14
            25        -75.59902087138606      -0.00000038145033        31           992       +0.022292766523       1.139e+14
            26        -75.59902395326723      -0.00000308188118        33          1056       +0.015257362307       1.212e+14
            27        -75.59902826301550      -0.00000430974826        34          1088       +0.014463483823       1.249e+14
            28        -75.59902925643921      -0.00000099342371        35          1120       +0.015171061057       1.286e+14
            29        -75.59903058942513      -0.00000133298592        36          1152       +0.010862990966       1.323e+14
            30        -75.59903160022397      -0.00000101079884        37          1184       +0.012585238481       1.359e+14
            31        -75.59903189824094      -0.00000029801697        38          1216       +0.011171268782       1.396e+14
            32        -75.59903207852874      -0.00000018028780        39          1248       +0.009842033260       1.433e+14
            33        -75.59903220587961      -0.00000012735087        40          1280       +0.010781251922       1.469e+14
            34        -75.59903228503617      -0.00000007915656        41          1312       +0.008544706176       1.506e+14
            35        -75.59903240913910      -0.00000012410293        42          1344       +0.009226297150       1.543e+14
            36        -75.59903259464870      -0.00000018550961        43          1376       +0.010475418978       1.580e+14
            37        -75.59903285205327      -0.00000025740457        44          1408       +0.009546230753       1.616e+14
            38        -75.59903321830529      -0.00000036625202        45          1440       +0.009085662060       1.653e+14
            39        -75.59903351978068      -0.00000030147538        46          1472       +0.010141174973       1.690e+14
            40        -75.59903379524877      -0.00000027546810        47          1504       +0.010047134423       1.727e+14
            41        -75.59903402352388      -0.00000022827511        48          1536       +0.010286786640       1.763e+14
            42        -75.59903421403652      -0.00000019051264        49          1568       +0.009584614589       1.800e+14
            43        -75.59903440513907      -0.00000019110254        52          1664       +0.007288938103       1.910e+14
            44        -75.59903452586279      -0.00000012072373        53          1696       +0.008551207912       1.947e+14
            45        -75.59903462340210      -0.00000009753931        54          1728       +0.008013714589       1.984e+14
            46        -75.59903466321005      -0.00000003980794        55          1760       +0.008717169233       2.021e+14
            47        -75.59903470325570      -0.00000004004565        56          1792       +0.006222844134       2.057e+14
            48        -75.59903474567326      -0.00000004241757        57          1824       +0.006916570741       2.094e+14
            49        -75.59903481286035      -0.00000006718709        58          1856       +0.007075963822       2.131e+14
            50        -75.59903512591590      -0.00000031305555        60          1920       +0.009251195161       2.204e+14
