#Efci:-148.8881375281
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -148.79985015950220      -0.01579406044198         3           162       +2.016567789071       1.024e+10
             2        -148.81851582733233      -0.01866566783013         4           216       +1.618752263514       1.365e+10
             3        -148.83514723455136      -0.01663140721902         5           270       +1.360833059178       1.706e+10
             4        -148.84517592722577      -0.01002869267441         6           324       +0.927842954323       2.047e+10
             5        -148.84712258165254      -0.00194665442677         8           432       +0.970193323398       2.730e+10
             6        -148.84856113494749      -0.00143855329495         9           486       +1.026053929454       3.071e+10
             7        -148.84963559811871      -0.00107446317122        10           540       +0.874658137339       3.412e+10
             8        -148.85037007957342      -0.00073448145471        11           594       +1.003660792281       3.753e+10
             9        -148.85103969695294      -0.00066961737951        12           648       +1.014185936526       4.094e+10
            10        -148.85164309989960      -0.00060340294667        13           702       +1.022279624929       4.436e+10
            11        -148.85414753061059      -0.00250443071099        15           810       +0.833784448631       5.118e+10
            12        -148.85552620033653      -0.00137866972594        16           864       +0.829654975833       5.459e+10
            13        -148.85601935816072      -0.00049315782420        17           918       +0.897722949426       5.800e+10
            14        -148.85633001267007      -0.00031065450935        18           972       +0.799103178916       6.142e+10
            15        -148.85659999448163      -0.00026998181156        19          1026       +0.924116945478       6.483e+10
            16        -148.85687813592264      -0.00027814144102        20          1080       +0.954409477547       6.824e+10
            17        -148.85712634416322      -0.00024820824058        21          1134       +0.951058647987       7.165e+10
            18        -148.85735621386826      -0.00022986970504        22          1188       +0.886363072474       7.506e+10
            19        -148.85756358739516      -0.00020737352691        23          1242       +0.916196312287       7.848e+10
            20        -148.85778387400075      -0.00022028660558        24          1296       +0.749652156762       8.189e+10
            21        -148.85799859926578      -0.00021472526504        25          1350       +0.810913758786       8.530e+10
            22        -148.85846324260817      -0.00046464334238        27          1458       +0.827590202975       9.213e+10
            23        -148.85847480875276      -0.00001156614459        29          1566       +0.922510609987       9.895e+10
            24        -148.85847812159003      -0.00000331283726        30          1620       +0.857030901588       1.024e+11
            25        -148.85847946264502      -0.00000134105500        31          1674       +0.835035130184       1.058e+11
            26        -148.85848026868277      -0.00000080603775        32          1728       +0.846445816856       1.092e+11
            27        -148.85848076840657      -0.00000049972380        33          1782       +0.868037434848       1.126e+11
            28        -148.85848114730976      -0.00000037890320        34          1836       +0.862878918500       1.160e+11
            29        -148.85848133548993      -0.00000018818017        36          1944       +0.725015944603       1.228e+11
            30        -148.85848154793763      -0.00000021244770        37          1998       +0.993277874519       1.262e+11
            31        -148.85848287272938      -0.00000132479175        39          2106       +0.821558342705       1.331e+11
            32        -148.85848459626206      -0.00000172353268        40          2160       +0.703144224749       1.365e+11
            33        -148.85848714308915      -0.00000254682709        41          2214       +0.883349508854       1.399e+11
            34        -148.85850583045047      -0.00001868736132        43          2322       +0.892650058431       1.467e+11
            35        -148.85853315135265      -0.00002732090218        44          2376       +0.864239171381       1.501e+11
            36        -148.85857184881155      -0.00003869745890        45          2430       +0.892812303313       1.535e+11
            37        -148.85862641382488      -0.00005456501333        46          2484       +0.841307927394       1.570e+11
            38        -148.85893943490663      -0.00031302108175        48          2592       +0.900768912769       1.638e+11
            39        -148.85925202746566      -0.00031259255903        49          2646       +0.720214217766       1.672e+11
            40        -148.85938819344850      -0.00013616598284        50          2700       +0.886186223867       1.706e+11
            41        -148.85942846239431      -0.00004026894581        51          2754       +0.995501485617       1.740e+11
            42        -148.85943236893368      -0.00000390653938        52          2808       +0.860817676579       1.774e+11
            43        -148.85946823659901      -0.00003586766533        55          2970       +0.875269513285       1.877e+11
            44        -148.85948012600625      -0.00001188940723        56          3024       +0.894162922878       1.911e+11
            45        -148.85949901896672      -0.00001889296047        58          3132       +0.820163146391       1.979e+11
            46        -148.85950674895591      -0.00000772998919        60          3240       +0.937488279320       2.047e+11
            47        -148.85950675521048      -0.00000000625457        62          3348       +0.731805851107       2.115e+11
            48        -148.85950675588930      -0.00000000067882        63          3402       +0.752879008366       2.150e+11
            49        -148.85950675592733      -0.00000000003803        64          3456       +0.918924995980       2.184e+11
            50        -148.85950675607813      -0.00000000015081        66          3564       +0.984409897157       2.252e+11
