#Efci:-148.8881375281
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -148.83889805854565      -0.05484195948543         3           162       +1.352717917947       1.024e+18
             2        -148.85842666641142      -0.01952860786577         5           270       +0.571607271136       1.706e+18
             3        -148.86305109628691      -0.00462442987549         7           378       +0.368738992506       2.388e+18
             4        -148.86951283130955      -0.00646173502264         8           432       +0.247622926115       2.730e+18
             5        -148.87022833623163      -0.00071550492208        10           540       +0.284646735937       3.412e+18
             6        -148.87127658151007      -0.00104824527844        11           594       +0.246762149138       3.753e+18
             7        -148.87257269498693      -0.00129611347685        12           648       +0.202408268507       4.094e+18
             8        -148.87278364939607      -0.00021095440914        14           756       +0.227415390781       4.777e+18
             9        -148.87315415043338      -0.00037050103731        15           810       +0.192780994461       5.118e+18
            10        -148.87332265320245      -0.00016850276907        16           864       +0.245145106867       5.459e+18
            11        -148.87358678107577      -0.00026412787332        17           918       +0.224807987609       5.800e+18
            12        -148.87403776576730      -0.00045098469153        18           972       +0.177633260427       6.142e+18
            13        -148.87425568402995      -0.00021791826265        20          1080       +0.183144264649       6.824e+18
            14        -148.87463158144126      -0.00037589741132        21          1134       +0.140047468262       7.165e+18
            15        -148.87493610701765      -0.00030452557638        22          1188       +0.184023032599       7.506e+18
            16        -148.87544461642585      -0.00050850940821        23          1242       +0.137228164543       7.848e+18
            17        -148.87615906489984      -0.00071444847399        24          1296       +0.144784555403       8.189e+18
            18        -148.87638751063764      -0.00022844573780        26          1404       +0.158925208614       8.871e+18
            19        -148.87678219652753      -0.00039468588989        27          1458       +0.159483432037       9.213e+18
            20        -148.87696604451173      -0.00018384798420        29          1566       +0.187615258004       9.895e+18
            21        -148.87730801187968      -0.00034196736794        30          1620       +0.182799105256       1.024e+19
            22        -148.87738181026123      -0.00007379838155        31          1674       +0.273525469015       1.058e+19
            23        -148.87797964305025      -0.00059783278903        33          1782       +0.236826176378       1.126e+19
            24        -148.87817766999257      -0.00019802694231        35          1890       +0.237934849113       1.194e+19
            25        -148.87853112104094      -0.00035345104837        36          1944       +0.207770621357       1.228e+19
            26        -148.87862371639781      -0.00009259535688        38          2052       +0.205630934513       1.297e+19
            27        -148.87879503073756      -0.00017131433975        39          2106       +0.183061930551       1.331e+19
            28        -148.87887500691897      -0.00007997618141        40          2160       +0.186776690096       1.365e+19
            29        -148.87901639851412      -0.00014139159515        41          2214       +0.162778126623       1.399e+19
            30        -148.87911118580155      -0.00009478728742        42          2268       +0.153408243173       1.433e+19
            31        -148.87926173038937      -0.00015054458783        43          2322       +0.117328680066       1.467e+19
            32        -148.87931017509456      -0.00004844470519        45          2430       +0.103070487629       1.535e+19
            33        -148.87938238803798      -0.00007221294342        46          2484       +0.075983082062       1.570e+19
            34        -148.87941024629995      -0.00002785826197        48          2592       +0.061029173802       1.638e+19
            35        -148.87942499023606      -0.00001474393611        50          2700       +0.051946677465       1.706e+19
            36        -148.87944432695392      -0.00001933671786        51          2754       +0.033277534668       1.740e+19
            37        -148.87945712858422      -0.00001280163031        52          2808       +0.017953285635       1.774e+19
            38        -148.87945934850029      -0.00000221991607        54          2916       +0.011606289992       1.843e+19
            39        -148.87946232307692      -0.00000297457663        55          2970       +0.008968624259       1.877e+19
            40        -148.87946289133140      -0.00000056825448        57          3078       +0.008962211208       1.945e+19
            41        -148.87946379323378      -0.00000090190238        58          3132       +0.006841246387       1.979e+19
            42        -148.87946431103742      -0.00000051780364        59          3186       +0.005628996184       2.013e+19
            43        -148.87946455876028      -0.00000024772285        61          3294       +0.002634998370       2.081e+19
            44        -148.87946480449574      -0.00000024573546        62          3348       +0.001313504287       2.115e+19
            45        -148.87946483169463      -0.00000002719889        64          3456       +0.001329863546       2.184e+19
            46        -148.87946486871505      -0.00000003702041        65          3510       +0.000759329292       2.218e+19
            47        -148.87946487934573      -0.00000001063069        67          3618       +0.000669065508       2.286e+19
            48        -148.87946488032736      -0.00000000098163        68          3672       +0.000573943515       2.320e+19
            49        -148.87946488201936      -0.00000000169200        69          3726       +0.000513196629       2.354e+19
            50        -148.87946488466099      -0.00000000264163        70          3780       +0.000409589414       2.388e+19
