#Efci:-75.5993068080
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -75.58323308373087      -0.02503059599013         3            96       +1.060899153612       1.102e+13
             2        -75.59460682941310      -0.01137374568222         5           160       +0.356591439988       1.837e+13
             3        -75.59622800663540      -0.00162117722230         7           224       +0.149511190921       2.572e+13
             4        -75.59834632962259      -0.00211832298719         8           256       +0.093647531023       2.939e+13
             5        -75.59848232039164      -0.00013599076905        10           320       +0.102864845644       3.674e+13
             6        -75.59859262139769      -0.00011030100605        11           352       +0.116421469649       4.041e+13
             7        -75.59876984203716      -0.00017722063947        12           384       +0.085186306628       4.408e+13
             8        -75.59880596882300      -0.00003612678584        14           448       +0.088196147057       5.143e+13
             9        -75.59887297504174      -0.00006700621874        15           480       +0.075579980522       5.511e+13
            10        -75.59891057667356      -0.00003760163182        16           512       +0.084261298827       5.878e+13
            11        -75.59896107089574      -0.00005049422218        17           544       +0.065674087824       6.245e+13
            12        -75.59898657718668      -0.00002550629094        18           576       +0.048946916915       6.613e+13
            13        -75.59899366124415      -0.00000708405747        20           640       +0.045881601294       7.347e+13
            14        -75.59900455611584      -0.00001089487169        21           672       +0.036306670269       7.715e+13
            15        -75.59901339513085      -0.00000883901501        22           704       +0.032738849291       8.082e+13
            16        -75.59901816218787      -0.00000476705702        23           736       +0.028726395709       8.449e+13
            17        -75.59902076867617      -0.00000260648829        24           768       +0.026086624467       8.817e+13
            18        -75.59902478454853      -0.00000401587236        25           800       +0.023793211277       9.184e+13
            19        -75.59902665934500      -0.00000187479647        26           832       +0.023178528435       9.552e+13
            20        -75.59902778839758      -0.00000112905258        27           864       +0.022672398169       9.919e+13
            21        -75.59902926112352      -0.00000147272594        28           896       +0.018216146879       1.029e+14
            22        -75.59903033789325      -0.00000107676973        29           928       +0.018867036500       1.065e+14
            23        -75.59903142110251      -0.00000108320926        30           960       +0.015037103978       1.102e+14
            24        -75.59903241389227      -0.00000099278977        31           992       +0.011582464369       1.139e+14
            25        -75.59903304309918      -0.00000062920691        32          1024       +0.013600605465       1.176e+14
            26        -75.59903306331636      -0.00000002021717        33          1056       +0.010717837544       1.212e+14
            27        -75.59903308079281      -0.00000001747645        34          1088       +0.010553150900       1.249e+14
            28        -75.59903310559061      -0.00000002479780        35          1120       +0.011859681309       1.286e+14
            29        -75.59903314192556      -0.00000003633495        36          1152       +0.010098299416       1.323e+14
            30        -75.59903319715701      -0.00000005523145        37          1184       +0.009492749722       1.359e+14
            31        -75.59903328534340      -0.00000008818638        38          1216       +0.010239094601       1.396e+14
            32        -75.59903345146881      -0.00000016612542        39          1248       +0.011933042047       1.433e+14
            33        -75.59903429137886      -0.00000083991004        41          1312       +0.008321370644       1.506e+14
            34        -75.59903438563261      -0.00000009425375        42          1344       +0.008684344959       1.543e+14
            35        -75.59903438563278      -0.00000000000017        53          1696       +0.009430723992       1.947e+14
            36        -75.59903438563283      -0.00000000000006        54          1728       +0.008523885567       1.984e+14
            37        -75.59903438563290      -0.00000000000007        56          1792       +0.007035245308       2.057e+14
            38        -75.59903438563295      -0.00000000000004        57          1824       +0.007821200075       2.094e+14
            39        -75.59903438563303      -0.00000000000009        58          1856       +0.009264013874       2.131e+14
            40        -75.59903438563312      -0.00000000000009        59          1888       +0.010022703567       2.167e+14
            41        -75.59903438563336      -0.00000000000024        60          1920       +0.009516842999       2.204e+14
            42        -75.59903438563363      -0.00000000000027        61          1952       +0.008350483368       2.241e+14
            43        -75.59903438563414      -0.00000000000051        62          1984       +0.008155571461       2.278e+14
            44        -75.59903438572076      -0.00000000008662        66          2112       +0.008535917315       2.425e+14
            45        -75.59903438659285      -0.00000000087209        68          2176       +0.008254398012       2.498e+14
            46        -75.59903438844165      -0.00000000184880        69          2208       +0.008943787839       2.535e+14
            47        -75.59903440799248      -0.00000001955082        71          2272       +0.008474063052       2.608e+14
            48        -75.59903444741201      -0.00000003941953        72          2304       +0.007829725251       2.645e+14
            49        -75.59903472055900      -0.00000027314699        74          2368       +0.006977524671       2.719e+14
            50        -75.59903477059976      -0.00000005004075        76          2432       +0.007704782925       2.792e+14
