#Efci:-148.8881375281
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -148.80412642855174      -0.02007032949152         3           162       +1.751336995297       1.024e+10
             2        -148.82756303486511      -0.02343660631337         4           216       +1.405001515028       1.365e+10
             3        -148.84556418702707      -0.01800115216196         5           270       +1.120115986683       1.706e+10
             4        -148.84893401332312      -0.00336982629605         7           378       +0.925312414859       2.388e+10
             5        -148.84929029071978      -0.00035627739666         9           486       +0.953212872046       3.071e+10
             6        -148.84948873340772      -0.00019844268795        10           540       +0.865966929121       3.412e+10
             7        -148.84964236235248      -0.00015362894476        11           594       +0.887145023117       3.753e+10
             8        -148.84979400685924      -0.00015164450676        12           648       +1.165475669287       4.094e+10
             9        -148.84998938451673      -0.00019537765749        13           702       +0.999173172067       4.436e+10
            10        -148.85023777704282      -0.00024839252609        14           756       +0.873103632991       4.777e+10
            11        -148.85055418121109      -0.00031640416827        15           810       +1.066509693125       5.118e+10
            12        -148.85227245700781      -0.00171827579672        17           918       +1.124979455077       5.800e+10
            13        -148.85347194986929      -0.00119949286147        18           972       +0.952114795538       6.142e+10
            14        -148.85387141208687      -0.00039946221759        19          1026       +0.850771361029       6.483e+10
            15        -148.85409301499143      -0.00022160290456        20          1080       +0.938995616163       6.824e+10
            16        -148.85423349179504      -0.00014047680361        21          1134       +0.948331983719       7.165e+10
            17        -148.85433728688335      -0.00010379508831        22          1188       +0.976012535532       7.506e+10
            18        -148.85444429520541      -0.00010700832206        23          1242       +0.882845998757       7.848e+10
            19        -148.85491876290095      -0.00047446769554        25          1350       +0.870464142657       8.530e+10
            20        -148.85529607995190      -0.00037731705095        26          1404       +0.949628855647       8.871e+10
            21        -148.85555899949750      -0.00026291954561        27          1458       +0.934753707262       9.213e+10
            22        -148.85569264125806      -0.00013364176056        28          1512       +0.873932067417       9.554e+10
            23        -148.85575274059903      -0.00006009934097        29          1566       +0.895916963515       9.895e+10
            24        -148.85578659669591      -0.00003385609688        30          1620       +0.876097912776       1.024e+11
            25        -148.85580968286990      -0.00002308617400        31          1674       +0.852149465982       1.058e+11
            26        -148.85582907765269      -0.00001939478278        32          1728       +0.933800157516       1.092e+11
            27        -148.85584891320266      -0.00001983554998        33          1782       +0.961837672956       1.126e+11
            28        -148.85587442287184      -0.00002550966917        34          1836       +0.802594885726       1.160e+11
            29        -148.85591057450529      -0.00003615163345        35          1890       +0.911873297515       1.194e+11
            30        -148.85614434810688      -0.00023377360159        37          1998       +0.880326562757       1.262e+11
            31        -148.85670130308830      -0.00055695498142        39          2106       +1.079151383159       1.331e+11
            32        -148.85670184353492      -0.00000054044662        42          2268       +0.775791330993       1.433e+11
            33        -148.85670213458314      -0.00000029104822        43          2322       +0.880596375648       1.467e+11
            34        -148.85670235815192      -0.00000022356878        44          2376       +0.793224863937       1.501e+11
            35        -148.85670256727408      -0.00000020912216        45          2430       +0.886873395279       1.535e+11
            36        -148.85670282739360      -0.00000026011952        46          2484       +0.823283182038       1.570e+11
            37        -148.85670335158616      -0.00000052419256        47          2538       +0.872671130184       1.604e+11
            38        -148.85670880566531      -0.00000545407914        49          2646       +1.026975351024       1.672e+11
            39        -148.85672062633441      -0.00001182066910        50          2700       +0.924620551995       1.706e+11
            40        -148.85684723298098      -0.00012660664657        52          2808       +0.926289642261       1.774e+11
            41        -148.85708335850640      -0.00023612552542        53          2862       +0.976646822183       1.808e+11
            42        -148.85751811590708      -0.00043475740068        57          3078       +0.931813650854       1.945e+11
            43        -148.85760458837055      -0.00008647246347        59          3186       +0.964988594066       2.013e+11
            44        -148.85760877469366      -0.00000418632311        61          3294       +0.956462060443       2.081e+11
            45        -148.85761025820963      -0.00000148351597        62          3348       +0.977606029955       2.115e+11
            46        -148.85761495546612      -0.00000469725649        64          3456       +0.977696479316       2.184e+11
            47        -148.85762001603911      -0.00000506057299        65          3510       +1.007572199167       2.218e+11
            48        -148.85762538826555      -0.00000537222644        66          3564       +0.866287932992       2.252e+11
            49        -148.85763266064953      -0.00000727238398        67          3618       +1.023521419245       2.286e+11
            50        -148.85764273366070      -0.00001007301117        68          3672       +0.887300849960       2.320e+11
