#Efci:-75.5993068080
#    k iteration         Energy               dE           Ngvec ev      Ngm ev*         ||g||           Nshots
#------------------------------------------------------------------------------------------------------------------
             1        -75.58287956366294      -0.02467707592220         3            96       +1.065320776587       1.102e+15
             2        -75.59452580145845      -0.01164623779550         5           160       +0.363738513270       1.837e+15
             3        -75.59620295852838      -0.00167715706993         7           224       +0.147988069517       2.572e+15
             4        -75.59838945247638      -0.00218649394800         8           256       +0.082047045095       2.939e+15
             5        -75.59852549943373      -0.00013604695735        10           320       +0.095063515611       3.674e+15
             6        -75.59865392845188      -0.00012842901815        11           352       +0.119476323110       4.041e+15
             7        -75.59883991574765      -0.00018598729577        12           384       +0.069328244829       4.408e+15
             8        -75.59887747610641      -0.00003756035876        14           448       +0.074634642292       5.143e+15
             9        -75.59894085712462      -0.00006338101821        15           480       +0.058713939075       5.511e+15
            10        -75.59897358572914      -0.00003272860452        17           544       +0.056939811846       6.245e+15
            11        -75.59901267858855      -0.00003909285941        18           576       +0.026519817887       6.613e+15
            12        -75.59902534223025      -0.00001266364170        20           640       +0.024387934057       7.347e+15
            13        -75.59903074796630      -0.00000540573605        21           672       +0.013619177939       7.715e+15
            14        -75.59903277321419      -0.00000202524789        23           736       +0.012979365277       8.449e+15
            15        -75.59903491691797      -0.00000214370378        24           768       +0.007107603383       8.817e+15
            16        -75.59903554264599      -0.00000062572802        26           832       +0.006899111105       9.552e+15
            17        -75.59903628351151      -0.00000074086552        27           864       +0.002491645534       9.919e+15
            18        -75.59903633825401      -0.00000005474250        29           928       +0.002521396453       1.065e+16
            19        -75.59903641371808      -0.00000007546407        30           960       +0.002122372565       1.102e+16
            20        -75.59903643719940      -0.00000002348132        32          1024       +0.001774553808       1.176e+16
            21        -75.59903645133542      -0.00000001413602        33          1056       +0.001522763021       1.212e+16
            22        -75.59903645390774      -0.00000000257232        34          1088       +0.001298621182       1.249e+16
            23        -75.59903645607194      -0.00000000216420        35          1120       +0.001475326168       1.286e+16
            24        -75.59903645725794      -0.00000000118600        36          1152       +0.001176643481       1.323e+16
            25        -75.59903645879922      -0.00000000154128        37          1184       +0.001230096336       1.359e+16
            26        -75.59903646106642      -0.00000000226720        38          1216       +0.001133867181       1.396e+16
            27        -75.59903646407393      -0.00000000300751        39          1248       +0.000946330973       1.433e+16
            28        -75.59903646773677      -0.00000000366283        40          1280       +0.000978124487       1.469e+16
            29        -75.59903647237378      -0.00000000463702        41          1312       +0.000905244396       1.506e+16
            30        -75.59903647339435      -0.00000000102057        43          1376       +0.000882844815       1.580e+16
            31        -75.59903647375599      -0.00000000036164        44          1408       +0.000934951392       1.616e+16
            32        -75.59903647375600      -0.00000000000001        53          1696       +0.000888831755       1.947e+16
            33        -75.59903647375600      +0.00000000000000        56          1792       +0.000813721541       2.057e+16
